temp_station_name,record_date,temp_value
M.court,2006/08/17,33.2
M.court,2006/08/18,30.2
M.court,2006/08/19,34
M.court,2006/08/20,32.6
M.court,2006/08/21,31
M.court,2006/08/22,29
M.court,2006/08/23,30.6
M.court,2006/08/24,32
M.court,2006/08/25,31.5
M.court,2006/08/26,32.6
M.court,2006/08/27,34
M.court,2006/08/28,32.8
M.court,2006/08/29,31
M.court,2006/08/30,32.5
M.court,2006/08/31,32.2
M.court,2006/09/01,34
M.court,2006/09/02,31
M.court,2006/09/03,31.5
M.court,2006/09/04,32.8
M.court,2006/09/05,33
M.court,2006/09/06,33.5
M.court,2006/09/07,34.5
M.court,2006/09/08,35.5
M.court,2006/09/09,33.8
M.court,2006/09/10,31.5
M.court,2006/09/11,29.2
M.court,2006/09/12,29.5
M.court,2006/09/13,33.5
M.court,2006/09/14,32.5
M.court,2006/09/15,33
M.court,2006/09/16,34.6
M.court,2006/09/17,33
M.court,2006/09/18,34.6
M.court,2006/09/19,33.2
M.court,2006/09/20,27
M.court,2006/09/21,25.4
M.court,2006/09/22,25.5
M.court,2006/09/23,28
M.court,2006/09/24,31
M.court,2006/09/25,32.3
M.court,2006/09/26,33
M.court,2006/09/27,33
M.court,2006/09/28,34.4
M.court,2006/09/29,32.8
M.court,2006/09/30,33
M.court,2006/10/01,33
M.court,2006/10/02,34
M.court,2006/10/03,34.6
M.court,2006/10/04,31.6
M.court,2006/10/05,33.8
M.court,2006/10/06,33
M.court,2006/10/07,33
M.court,2006/10/08,33.7
M.court,2006/10/09,34
M.court,2006/10/10,32.4
M.court,2006/10/11,34.5
M.court,2006/10/12,34.2
M.court,2006/10/13,30
M.court,2006/10/14,32
M.court,2006/10/15,35.5
M.court,2006/10/16,33.2
M.court,2006/10/17,32.6
M.court,2006/10/18,30.4
M.court,2006/10/19,29.2
M.court,2006/10/20,27.2
M.court,2006/10/21,31.5
M.court,2006/10/22,31.5
M.court,2006/10/23,31.6
M.court,2006/10/24,32
M.court,2006/10/25,32
M.court,2006/10/26,32.5
M.court,2006/10/27,32
M.court,2006/10/28,30
M.court,2006/10/29,31.5
M.court,2006/10/30,30.5
M.court,2006/10/31,29
M.court,2006/11/01,29.6
M.court,2006/11/02,32
M.court,2006/11/03,32.8
M.court,2006/11/04,31.6
M.court,2006/11/05,31.2
M.court,2006/11/06,28.4
M.court,2006/11/07,30
M.court,2006/11/08,30
M.court,2006/11/09,27.4
M.court,2006/11/10,28
M.court,2006/11/11,26
M.court,2006/11/12,28.7
M.court,2006/11/13,30.2
M.court,2006/11/14,29.8
M.court,2006/11/15,30
M.court,2006/11/16,29.8
M.court,2006/11/17,29.6
M.court,2006/11/18,29
M.court,2006/11/19,29
M.court,2006/11/20,29.5
M.court,2006/11/21,29.4
M.court,2006/11/22,29.4
M.court,2006/11/23,29.8
M.court,2006/11/24,30
M.court,2006/11/25,29.8
M.court,2006/11/26,28
M.court,2006/11/27,26.7
M.court,2006/11/28,26.6
M.court,2006/11/29,26.4
M.court,2006/11/30,26
M.court,2006/12/01,26.2
M.court,2006/12/02,26.2
M.court,2006/12/03,25.6
M.court,2006/12/04,26
M.court,2006/12/05,26
M.court,2006/12/06,26.2
M.court,2006/12/07,26.7
M.court,2006/12/08,27
M.court,2006/12/09,27.4
M.court,2006/12/10,26.6
M.court,2006/12/11,26.2
M.court,2006/12/12,28
M.court,2006/12/13,24.4
M.court,2006/12/14,24.2
M.court,2006/12/15,24.4
M.court,2006/12/16,26.7
M.court,2006/12/17,28
M.court,2006/12/18,26.6
M.court,2006/12/19,27.2
M.court,2006/12/20,28.6
M.court,2006/12/21,28
M.court,2006/12/22,28
M.court,2006/12/23,27.2
M.court,2006/12/24,26.3
M.court,2006/12/25,25.2
M.court,2006/12/26,25.5
M.court,2006/12/27,25.2
M.court,2006/12/28,26
M.court,2006/12/29,25.2
M.court,2006/12/30,21.4
M.court,2006/12/31,23.3
M.court,2007/01/01,24.4
M.court,2007/01/02,25
M.court,2007/01/03,22.8
M.court,2007/01/04,21.5
M.court,2007/01/05,21.4
M.court,2007/01/06,18.5
M.court,2007/01/07,18.8
M.court,2007/01/08,23
M.court,2007/01/09,23
M.court,2007/01/10,24
M.court,2007/01/11,24.6
M.court,2007/01/12,24.8
M.court,2007/01/13,24.4
M.court,2007/01/14,23
M.court,2007/01/15,23
M.court,2007/01/16,23.8
M.court,2007/01/17,24
M.court,2007/01/18,25
M.court,2007/01/19,24
M.court,2007/01/20,24.5
M.court,2007/01/21,25.6
M.court,2007/01/22,26.2
M.court,2007/01/23,25.6
M.court,2007/01/24,25.6
M.court,2007/01/25,26.4
M.court,2007/01/26,26.6
M.court,2007/01/27,27.4
M.court,2007/01/28,27.6
M.court,2007/01/29,27.2
M.court,2007/01/30,27
M.court,2007/01/31,28.4
M.court,2007/02/01,28.2
M.court,2007/02/02,28.5
M.court,2007/02/03,27.5
M.court,2007/02/04,28.5
M.court,2007/02/05,22.6
M.court,2007/02/06,26
M.court,2007/02/07,28.3
M.court,2007/02/08,25
M.court,2007/02/09,28
M.court,2007/02/10,28.8
M.court,2007/02/11,29.8
M.court,2007/02/12,27.5
M.court,2007/02/13,25.6
M.court,2007/02/14,21.5
M.court,2007/02/15,26.2
M.court,2007/02/16,25.8
M.court,2007/02/17,26.6
M.court,2007/02/18,26.6
M.court,2007/02/19,26
M.court,2007/02/20,26.2
M.court,2007/02/21,27.2
M.court,2007/02/22,28.5
M.court,2007/02/23,29
M.court,2007/02/24,29.4
M.court,2007/02/25,30
M.court,2007/02/26,28.2
M.court,2007/02/27,29.6
M.court,2007/02/28,29.6
M.court,2007/03/01,29.2
M.court,2007/03/02,25
M.court,2007/03/03,28
M.court,2007/03/04,28.2
M.court,2007/03/05,29
M.court,2007/03/06,29.2
M.court,2007/03/07,28.6
M.court,2007/03/08,29.6
M.court,2007/03/09,29.5
M.court,2007/03/10,30.6
M.court,2007/03/11,31.4
M.court,2007/03/12,33.5
M.court,2007/03/13,32.2
M.court,2007/03/14,30.6
M.court,2007/03/15,30
M.court,2007/03/16,28.4
M.court,2007/03/17,31
M.court,2007/03/18,30.4
M.court,2007/03/19,32
M.court,2007/03/20,32.8
M.court,2007/03/21,33.4
M.court,2007/03/22,33.2
M.court,2007/03/23,32
M.court,2007/03/24,33.4
M.court,2007/03/25,33
M.court,2007/03/26,34.5
M.court,2007/03/27,33.6
M.court,2007/03/28,34.4
M.court,2007/03/29,35.2
M.court,2007/03/30,35.4
M.court,2007/03/31,35.2
M.court,2007/04/01,35
M.court,2007/04/02,34
M.court,2007/04/03,33.6
M.court,2007/04/04,33.4
M.court,2007/04/05,33.9
M.court,2007/04/06,33.6
M.court,2007/04/07,33.6
M.court,2007/04/08,33
M.court,2007/04/09,34
M.court,2007/04/10,32
M.court,2007/04/11,30.4
M.court,2007/04/12,29.6
M.court,2007/04/13,31.5
M.court,2007/04/14,32.6
M.court,2007/04/15,34
M.court,2007/04/16,34
M.court,2007/04/17,34.4
M.court,2007/04/18,34.8
M.court,2007/04/19,33
M.court,2007/04/20,34.4
M.court,2007/04/21,35
M.court,2007/04/22,35.4
M.court,2007/04/23,33.4
M.court,2007/04/24,33.6
M.court,2007/04/25,34.2
M.court,2007/04/26,34.6
M.court,2007/04/27,32
M.court,2007/04/28,33.8
M.court,2007/04/29,34.6
M.court,2007/04/30,35.8
M.court,2007/05/01,37.2
M.court,2007/05/02,37
M.court,2007/05/03,36.4
M.court,2007/05/04,36
M.court,2007/05/05,38
M.court,2007/05/06,35.2
M.court,2007/05/07,34.8
M.court,2007/05/08,33.2
M.court,2007/05/09,32.8
M.court,2007/05/10,34
M.court,2007/05/11,34.2
M.court,2007/05/12,33.2
M.court,2007/05/13,36.5
M.court,2007/05/14,26
M.court,2007/05/15,28.2
M.court,2007/05/16,33
M.court,2007/05/17,33
M.court,2007/05/18,34
M.court,2007/05/19,32.6
M.court,2007/05/20,31.8
M.court,2007/05/21,31.5
M.court,2007/05/22,33.2
M.court,2007/05/23,34.2
M.court,2007/05/24,33.2
M.court,2007/05/25,34.2
M.court,2007/05/26,35.8
M.court,2007/05/27,35.4
M.court,2007/05/28,36.4
M.court,2007/05/29,36.6
M.court,2007/05/30,36
M.court,2007/05/31,36.6
M.court,2007/06/01,35.4
M.court,2007/06/02,35.4
M.court,2007/06/03,35.2
M.court,2007/06/04,32
M.court,2007/06/05,32.6
M.court,2007/06/06,31.6
M.court,2007/06/07,35.6
M.court,2007/06/08,32
M.court,2007/06/09,29
M.court,2007/06/10,29
M.court,2007/06/11,27.4
M.court,2007/06/12,30.4
M.court,2007/06/13,31.6
M.court,2007/06/14,32.2
M.court,2007/06/15,33.2
M.court,2007/06/16,31.2
M.court,2007/06/17,33.8
M.court,2007/06/18,34
M.court,2007/06/19,34.2
M.court,2007/06/20,34
M.court,2007/06/21,37
M.court,2007/06/22,37
M.court,2007/06/23,33.5
M.court,2007/06/24,34.5
M.court,2007/06/25,33.8
M.court,2007/06/26,35.3
M.court,2007/06/27,35.5
M.court,2007/06/28,33.2
M.court,2007/06/29,28.5
M.court,2007/06/30,31.5
M.court,2007/07/01,31.8
M.court,2007/07/02,31
M.court,2007/07/03,30.8
M.court,2007/07/04,29.5
M.court,2007/07/05,29.5
M.court,2007/07/06,27.3
M.court,2007/07/07,31.7
M.court,2007/07/08,32.4
M.court,2007/07/09,31.5
M.court,2007/07/10,30.5
M.court,2007/07/11,33.5
M.court,2007/07/12,33.7
M.court,2007/07/13,34
M.court,2007/07/14,35
M.court,2007/07/15,31.4
M.court,2007/07/16,30.8
M.court,2007/07/17,31.5
M.court,2007/07/18,31.4
M.court,2007/07/19,29.4
M.court,2007/07/20,30.4
M.court,2007/07/21,27
M.court,2007/07/22,31.2
M.court,2007/07/23,31.2
M.court,2007/07/24,30.4
M.court,2007/07/25,29.6
M.court,2007/07/26,28
M.court,2007/07/27,29.2
M.court,2007/07/28,31
M.court,2007/07/29,32.2
M.court,2007/07/30,33
M.court,2007/07/31,33.6
M.court,2007/08/01,33
M.court,2007/08/02,33.2
M.court,2007/08/03,34
M.court,2007/08/04,34
M.court,2007/08/05,36
M.court,2007/08/06,33.2
M.court,2007/08/07,31.4
M.court,2007/08/08,34.2
M.court,2007/08/09,34.6
M.court,2007/08/10,34.6
M.court,2007/08/11,34.5
M.court,2007/08/12,29.6
M.court,2007/08/13,31
M.court,2007/08/14,32.8
M.court,2007/08/15,28.2
M.court,2007/08/16,32
M.court,2007/08/17,31
M.court,2007/08/18,31
M.court,2007/08/19,32.2
M.court,2007/08/20,35
M.court,2007/08/21,34
M.court,2007/08/22,34.2
M.court,2007/08/23,32.4
M.court,2007/08/24,32
M.court,2007/08/25,32
M.court,2007/08/26,30
M.court,2007/08/27,30.2
M.court,2007/08/28,32
M.court,2007/08/29,32.5
M.court,2007/08/30,32
M.court,2007/08/31,36.6
M.court,2007/09/01,34.2
M.court,2007/09/02,32
M.court,2007/09/03,32.2
M.court,2007/09/04,27.5
M.court,2007/09/05,28.2
M.court,2007/09/06,28
M.court,2007/09/07,28
M.court,2007/09/08,27
M.court,2007/09/09,29.8
M.court,2007/09/10,29.4
M.court,2007/09/11,30.5
M.court,2007/09/12,32.5
M.court,2007/09/13,32.5
M.court,2007/09/14,32.6
M.court,2007/09/15,33
M.court,2007/09/16,34.4
M.court,2007/09/17,33.8
M.court,2007/09/18,33
M.court,2007/09/19,34.2
M.court,2007/09/20,35
M.court,2007/09/21,32.6
M.court,2007/09/22,30.5
M.court,2007/09/23,27
M.court,2007/09/24,28.6
M.court,2007/09/25,30.5
M.court,2007/09/26,33.2
M.court,2007/09/27,33.5
M.court,2007/09/28,32.5
M.court,2007/09/29,34
M.court,2007/09/30,31.4
M.court,2007/10/01,33.6
M.court,2007/10/02,33.4
M.court,2007/10/03,34.5
M.court,2007/10/04,35
M.court,2007/10/05,35.5
M.court,2007/10/06,33.2
M.court,2007/10/07,28.2
M.court,2007/10/08,28
M.court,2007/10/09,31.4
M.court,2007/10/10,30.2
M.court,2007/10/11,32
M.court,2007/10/12,32
M.court,2007/10/13,32
M.court,2007/10/14,30
M.court,2007/10/15,26.4
M.court,2007/10/16,27.8
M.court,2007/10/17,29.7
M.court,2007/10/19,31.6
M.court,2007/10/20,31.2
M.court,2007/10/21,31.5
M.court,2007/10/22,31.4
M.court,2007/10/23,31.6
M.court,2007/10/24,31.5
M.court,2007/10/25,32.4
M.court,2007/10/26,31.5
M.court,2007/10/27,31.8
M.court,2007/10/28,31.4
M.court,2007/10/29,32.5
M.court,2007/10/30,33
M.court,2007/10/31,31.8
M.court,2007/11/01,30.2
M.court,2007/11/02,29.2
M.court,2007/11/03,30.5
M.court,2007/11/04,31
M.court,2007/11/05,32
M.court,2007/11/06,31.6
M.court,2007/11/07,31
M.court,2007/11/08,31.4
M.court,2007/11/09,31
M.court,2007/11/10,29
M.court,2007/11/11,31
M.court,2007/11/12,31
M.court,2007/11/13,31
M.court,2007/11/14,25.2
M.court,2007/11/16,28
M.court,2007/11/17,28.4
M.court,2007/11/18,28
M.court,2007/11/19,29.6
M.court,2007/11/20,29
M.court,2007/11/21,33
M.court,2007/11/22,29.2
M.court,2007/11/23,30
M.court,2007/11/24,29.8
M.court,2007/11/25,29.5
M.court,2007/11/26,30.5
M.court,2007/11/27,29
M.court,2007/11/28,27.4
M.court,2007/11/29,28
M.court,2007/11/30,28.1
M.court,2007/12/01,28.2
M.court,2007/12/02,27.6
M.court,2007/12/03,27.5
M.court,2007/12/04,26.8
M.court,2007/12/05,27.2
M.court,2007/12/06,29
M.court,2007/12/07,28
M.court,2007/12/08,28
M.court,2007/12/09,25.8
M.court,2007/12/10,26
M.court,2007/12/11,26.2
M.court,2007/12/12,26.2
M.court,2007/12/13,27
M.court,2007/12/14,27
M.court,2007/12/15,23.2
M.court,2007/12/16,26.2
M.court,2007/12/17,21.6
M.court,2007/12/18,25.8
M.court,2007/12/19,25.6
M.court,2007/12/20,25.5
M.court,2007/12/21,25
M.court,2007/12/22,25.4
M.court,2007/12/23,25.3
M.court,2007/12/24,25.6
M.court,2007/12/25,27
M.court,2007/12/26,26
M.court,2007/12/27,26
M.court,2007/12/28,25.4
M.court,2007/12/29,24
M.court,2007/12/30,25.2
M.court,2007/12/31,25.2
M.court,2008/01/01,25.5
M.court,2008/01/02,26.2
M.court,2008/01/03,26.2
M.court,2008/01/04,27
M.court,2008/01/05,26.2
M.court,2008/01/06,26
M.court,2008/01/07,26.2
M.court,2008/01/08,27
M.court,2008/01/09,27
M.court,2008/01/10,28.2
M.court,2008/01/11,28.2
M.court,2008/01/12,29
M.court,2008/01/13,26
M.court,2008/01/14,25.2
M.court,2008/01/15,25
M.court,2008/01/16,25
M.court,2008/01/17,26
M.court,2008/01/18,26.8
M.court,2008/01/19,28
M.court,2008/01/20,28
M.court,2008/01/21,27.2
M.court,2008/01/22,26
M.court,2008/01/23,25.5
M.court,2008/01/24,24
M.court,2008/01/25,20
M.court,2008/01/26,18.2
M.court,2008/01/27,19.2
M.court,2008/01/28,23
M.court,2008/01/29,23.5
M.court,2008/01/30,25.5
M.court,2008/01/31,22
M.court,2008/02/01,23.4
M.court,2008/02/02,22.4
M.court,2008/02/03,24.2
M.court,2008/02/04,25.4
M.court,2008/02/05,27.6
M.court,2008/02/06,28
M.court,2008/02/07,29.4
M.court,2008/02/08,30.5
M.court,2008/02/09,23.5
M.court,2008/02/10,23.2
M.court,2008/02/11,25.8
M.court,2008/02/12,24.3
M.court,2008/02/13,24.5
M.court,2008/02/14,24.5
M.court,2008/02/15,25
M.court,2008/02/16,26.4
M.court,2008/02/17,27.2
M.court,2008/02/18,29.2
M.court,2008/02/19,29
M.court,2008/02/20,25.4
M.court,2008/02/21,26.8
M.court,2008/02/22,29
M.court,2008/02/23,30
M.court,2008/02/24,30
M.court,2008/02/25,28
M.court,2008/02/26,29.6
M.court,2008/02/27,29.4
M.court,2008/02/28,28.4
M.court,2008/02/29,30
M.court,2008/03/01,30.4
M.court,2008/03/02,30.5
M.court,2008/03/03,31
M.court,2008/03/04,30.6
M.court,2008/03/05,30.2
M.court,2008/03/06,29.8
M.court,2008/03/07,30.4
M.court,2008/03/08,30.8
M.court,2008/03/09,31.2
M.court,2008/03/10,32
M.court,2008/03/11,31.8
M.court,2008/03/12,33.5
M.court,2008/03/13,32.5
M.court,2008/03/14,32
M.court,2008/03/15,33.6
M.court,2008/03/16,34
M.court,2008/03/17,34.4
M.court,2008/03/18,33.8
M.court,2008/03/19,32
M.court,2008/03/20,30
M.court,2008/03/21,31.2
M.court,2008/03/22,32.8
M.court,2008/03/23,26
M.court,2008/03/24,31
M.court,2008/03/25,32.8
M.court,2008/03/26,33.8
M.court,2008/03/27,33.5
M.court,2008/03/28,34
M.court,2008/03/29,34
M.court,2008/03/30,33.8
M.court,2008/03/31,33
M.court,2008/04/01,32.6
M.court,2008/04/02,34
M.court,2008/04/03,33.4
M.court,2008/04/04,28
M.court,2008/04/05,33
M.court,2008/04/06,33.4
M.court,2008/04/07,32.8
M.court,2008/04/08,32
M.court,2008/04/09,34
M.court,2008/04/10,33.4
M.court,2008/04/11,34.8
M.court,2008/04/12,35.5
M.court,2008/04/13,35
M.court,2008/04/14,34.8
M.court,2008/04/15,34.3
M.court,2008/04/16,35
M.court,2008/04/17,35
M.court,2008/04/18,35
M.court,2008/04/19,35.6
M.court,2008/04/20,36.4
M.court,2008/04/21,37
M.court,2008/04/22,38
M.court,2008/04/23,37.8
M.court,2008/04/24,36
M.court,2008/04/25,35.4
M.court,2008/04/26,35
M.court,2008/04/27,34
M.court,2008/04/28,35
M.court,2008/04/29,35.2
M.court,2008/04/30,37
M.court,2008/05/01,35.8
M.court,2008/05/02,36
M.court,2008/05/03,36.5
M.court,2008/05/04,35
M.court,2008/05/05,35
M.court,2008/05/06,34.5
M.court,2008/05/07,35
M.court,2008/05/08,36.4
M.court,2008/05/09,36
M.court,2008/05/10,33.6
M.court,2008/05/11,36.5
M.court,2008/05/12,37
M.court,2008/05/13,37.4
M.court,2008/05/14,33.5
M.court,2008/05/15,35.8
M.court,2008/05/16,35.3
M.court,2008/05/17,34
M.court,2008/05/18,33
M.court,2008/05/19,34
M.court,2008/05/20,32
M.court,2008/05/21,34.4
M.court,2008/05/22,35
M.court,2008/05/23,32.2
M.court,2008/05/24,33.4
M.court,2008/05/25,32.8
M.court,2008/05/26,33.2
M.court,2008/05/27,33
M.court,2008/05/28,33
M.court,2008/05/29,35.2
M.court,2008/05/30,35.6
M.court,2008/05/31,34.5
M.court,2008/06/01,33.5
M.court,2008/06/02,33
M.court,2008/06/03,34.5
M.court,2008/06/04,34
M.court,2008/06/05,30.5
M.court,2008/06/06,31.4
M.court,2008/06/07,31.4
M.court,2008/06/08,31
M.court,2008/06/09,30.4
M.court,2008/06/10,29.4
M.court,2008/06/11,31.6
M.court,2008/06/12,31.6
M.court,2008/06/13,33.6
M.court,2008/06/14,34
M.court,2008/06/15,35
M.court,2008/06/16,29.5
M.court,2008/06/17,27.2
M.court,2008/06/18,31.5
M.court,2008/06/19,27
M.court,2008/06/20,29.4
M.court,2008/06/21,30.4
M.court,2008/06/22,32.3
M.court,2008/06/23,32
M.court,2008/06/24,33
M.court,2008/06/25,33.2
M.court,2008/06/26,31.5
M.court,2008/06/27,31
M.court,2008/06/28,32
M.court,2008/06/29,30.3
M.court,2008/06/30,29.5
M.court,2008/07/01,28
M.court,2008/07/02,30.2
M.court,2008/07/03,30.5
M.court,2008/07/04,30.2
M.court,2008/07/05,27
M.court,2008/07/06,30.2
M.court,2008/07/07,31
M.court,2008/07/08,29.6
M.court,2008/07/09,32
M.court,2008/07/10,31.8
M.court,2008/07/11,29
M.court,2008/07/12,31.6
M.court,2008/07/13,28
M.court,2008/07/14,29
M.court,2008/07/15,29.4
M.court,2008/07/16,31
M.court,2008/07/17,31.5
M.court,2008/07/18,30
M.court,2008/07/19,29
M.court,2008/07/20,31.2
M.court,2008/07/21,31
M.court,2008/07/22,32.6
M.court,2008/07/23,32
M.court,2008/07/24,32
M.court,2008/07/25,32.5
M.court,2008/07/26,33
M.court,2008/07/27,34.2
M.court,2008/07/28,32
M.court,2008/07/29,32.2
M.court,2008/07/30,32
M.court,2008/07/31,32
M.court,2008/08/01,33
M.court,2008/08/02,33.4
M.court,2008/08/03,32.6
M.court,2008/08/04,32.5
M.court,2008/08/05,29
M.court,2008/08/06,30.4
M.court,2008/08/07,33.8
M.court,2008/08/08,34.4
M.court,2008/08/09,32.3
M.court,2008/08/10,31
M.court,2008/08/11,30.8
M.court,2008/08/12,30.6
M.court,2008/08/13,29.6
M.court,2008/08/14,30.6
M.court,2008/08/15,29.6
M.court,2008/08/16,31.4
M.court,2008/08/17,29
M.court,2008/08/18,30.4
M.court,2008/08/19,31.2
M.court,2008/08/20,32
M.court,2008/08/21,33
M.court,2008/08/22,33.2
M.court,2008/08/23,33
M.court,2008/08/24,33
M.court,2008/08/25,32
M.court,2008/08/26,33.8
M.court,2008/08/27,33.4
M.court,2008/08/28,31.5
M.court,2008/08/29,30.6
M.court,2008/08/30,31.5
M.court,2008/08/31,33.4
M.court,2008/09/01,34.5
M.court,2008/09/02,33.6
M.court,2008/09/03,32
M.court,2008/09/04,29.6
M.court,2008/09/05,28
M.court,2008/09/06,33
M.court,2008/09/07,33.4
M.court,2008/09/08,33.4
M.court,2008/09/09,34
M.court,2008/09/10,35
M.court,2008/09/11,35.2
M.court,2008/09/12,35.6
M.court,2008/09/13,34.2
M.court,2008/09/14,35
M.court,2008/09/15,35.2
M.court,2008/09/16,30.4
M.court,2008/09/17,31.2
M.court,2008/09/18,32
M.court,2008/09/19,34
M.court,2008/09/20,33
M.court,2008/09/21,34
M.court,2008/09/22,31.4
M.court,2008/09/23,32.4
M.court,2008/09/24,33
M.court,2008/09/25,32.6
M.court,2008/09/26,31
M.court,2008/09/27,28
M.court,2008/09/28,28
M.court,2008/09/29,33.2
M.court,2008/09/30,33
M.court,2008/10/01,34
M.court,2008/10/02,27
M.court,2008/10/03,32
M.court,2008/10/04,33
M.court,2008/10/05,33
M.court,2008/10/06,28
M.court,2008/10/07,32
M.court,2008/10/08,31.7
M.court,2008/10/09,31.7
M.court,2008/10/10,31.5
M.court,2008/10/11,33
M.court,2008/10/12,34
M.court,2008/10/13,33
M.court,2008/10/14,34
M.court,2008/10/15,33.6
M.court,2008/10/16,34.2
M.court,2008/10/17,34.4
M.court,2008/10/18,34.4
M.court,2008/10/19,34
M.court,2008/10/20,34.4
M.court,2008/10/21,33.4
M.court,2008/10/22,34.4
M.court,2008/10/23,32.8
M.court,2008/10/24,27.2
M.court,2008/10/25,23.2
M.court,2008/10/26,23.8
M.court,2008/10/27,26.4
M.court,2008/10/28,28.4
M.court,2008/10/29,30
M.court,2008/10/30,31
M.court,2008/10/31,31
M.court,2008/11/01,31.6
M.court,2008/11/02,32
M.court,2008/11/03,31
M.court,2008/11/04,30.2
M.court,2008/11/05,29.6
M.court,2008/11/06,31
M.court,2008/11/07,33
M.court,2008/11/08,32.4
M.court,2008/11/09,30.6
M.court,2008/11/10,31
M.court,2008/11/11,30.2
M.court,2008/11/12,29.8
M.court,2008/11/13,28.8
M.court,2008/11/14,28
M.court,2008/11/15,29.4
M.court,2008/11/16,29
M.court,2008/11/17,28
M.court,2008/11/18,28
M.court,2008/11/19,29
M.court,2008/11/20,29.5
M.court,2008/11/21,29.4
M.court,2008/11/22,29.4
M.court,2008/11/23,28
M.court,2008/11/24,28
M.court,2008/11/25,28
M.court,2008/11/26,29
M.court,2008/11/27,29
M.court,2008/11/28,28.5
M.court,2008/11/29,28.6
M.court,2008/11/30,28.2
M.court,2008/12/01,28
M.court,2008/12/02,27.5
M.court,2008/12/03,27.5
M.court,2008/12/04,27.4
M.court,2008/12/05,29
M.court,2008/12/06,30
M.court,2008/12/07,29
M.court,2008/12/08,28.6
M.court,2008/12/09,28.6
M.court,2008/12/10,29.4
M.court,2008/12/11,29
M.court,2008/12/12,28.2
M.court,2008/12/13,28.6
M.court,2008/12/14,27.6
M.court,2008/12/15,25
M.court,2008/12/16,22.6
M.court,2008/12/17,24.4
M.court,2008/12/18,24.2
M.court,2008/12/19,22.6
M.court,2008/12/20,22.7
M.court,2008/12/21,22.4
M.court,2008/12/22,22.6
M.court,2008/12/23,24.6
M.court,2008/12/24,24.5
M.court,2008/12/25,25
M.court,2008/12/26,25.4
M.court,2008/12/27,25
M.court,2008/12/28,25
M.court,2008/12/29,25.2
M.court,2008/12/30,26
M.court,2008/12/31,25.4
M.court,2009/01/01,25.6
M.court,2009/01/02,25.4
M.court,2009/01/03,25.4
M.court,2009/01/04,24.6
M.court,2009/01/05,25
M.court,2009/01/06,26.1
M.court,2009/01/07,26.8
M.court,2009/01/08,27.2
M.court,2009/01/09,27.4
M.court,2009/01/10,27
M.court,2009/01/11,27
M.court,2009/01/12,26.4
M.court,2009/01/13,27
M.court,2009/01/14,23
M.court,2009/01/15,24
M.court,2009/01/16,26
M.court,2009/01/17,27
M.court,2009/01/18,28
M.court,2009/01/19,28
M.court,2009/01/20,27
M.court,2009/01/21,26.4
M.court,2009/01/22,25.6
M.court,2009/01/23,24
M.court,2009/01/24,24.6
M.court,2009/01/25,27
M.court,2009/01/26,28
M.court,2009/01/27,28
M.court,2009/01/28,29
M.court,2009/01/29,28
M.court,2009/01/30,26.4
M.court,2009/01/31,27.4
M.court,2009/02/01,27
M.court,2009/02/02,26.6
M.court,2009/02/03,27.2
M.court,2009/02/04,27.2
M.court,2009/02/05,27.8
M.court,2009/02/06,29.8
M.court,2009/02/07,30
M.court,2009/02/08,30
M.court,2009/02/09,29.4
M.court,2009/02/10,29.4
M.court,2009/02/11,29.4
M.court,2009/02/12,29
M.court,2009/02/13,29
M.court,2009/02/14,28.6
M.court,2009/02/15,29.4
M.court,2009/02/16,29.2
M.court,2009/02/17,29.4
M.court,2009/02/18,30.4
M.court,2009/02/19,30
M.court,2009/02/20,30.4
M.court,2009/02/21,31
M.court,2009/02/22,32
M.court,2009/02/23,31.4
M.court,2009/02/24,31.4
M.court,2009/02/25,29.4
M.court,2009/02/26,31.2
M.court,2009/02/27,32
M.court,2009/02/28,32.2
M.court,2009/03/01,32.4
M.court,2009/03/02,32
M.court,2009/03/03,32.2
M.court,2009/03/04,32.8
M.court,2009/03/05,32
M.court,2009/03/06,31.8
M.court,2009/03/07,34.2
M.court,2009/03/08,35
M.court,2009/03/09,33
M.court,2009/03/10,33
M.court,2009/03/11,33
M.court,2009/03/12,33
M.court,2009/03/13,33
M.court,2009/03/14,32
M.court,2009/03/15,31
M.court,2009/03/16,29.8
M.court,2009/03/17,32.5
M.court,2009/03/18,33
M.court,2009/03/19,34.5
M.court,2009/03/20,33.8
M.court,2009/03/21,34
M.court,2009/03/22,33
M.court,2009/03/23,33.4
M.court,2009/03/24,34.2
M.court,2009/03/25,35.4
M.court,2009/03/26,34
M.court,2009/03/27,31.2
M.court,2009/03/28,34.4
M.court,2009/03/29,33.4
M.court,2009/03/30,34.2
M.court,2009/03/31,30.4
M.court,2009/04/01,33
M.court,2009/04/02,34.2
M.court,2009/04/03,33
M.court,2009/04/04,34
M.court,2009/04/05,33.2
M.court,2009/04/06,34.2
M.court,2009/04/07,35
M.court,2009/04/08,35.4
M.court,2009/04/09,35
M.court,2009/04/10,36.4
M.court,2009/04/11,36
M.court,2009/04/12,35.2
M.court,2009/04/13,35.2
M.court,2009/04/14,35.3
M.court,2009/04/15,35.5
M.court,2009/04/16,35
M.court,2009/04/17,25.5
M.court,2009/04/18,34
M.court,2009/04/19,34
M.court,2009/04/20,33.5
M.court,2009/04/21,33.4
M.court,2009/04/22,34
M.court,2009/04/23,35.4
M.court,2009/04/24,36.4
M.court,2009/04/25,37
