sunshine_station_name,record_date,sunshine_hours
Gazipur,2008/03/06,2.9
Gazipur,2009/03/06,4.2
Gazipur,2010/03/06,2.6
Gazipur,2011/03/06,4.9
Gazipur,2012/03/06,2.8
Gazipur,2013/03/06,6.7
Gazipur,2014/03/06,3.6
Gazipur,2015/03/06,9.2
Gazipur,2016/03/06,10.2
Gazipur,2017/03/06,5.2
Gazipur,2018/03/06,5.3
Gazipur,2019/03/06,4.2
Gazipur,2020/03/06,4.8
Gazipur,2021/03/06,5.8
Gazipur,2000/03/07,9.3
Gazipur,2001/03/07,8.2
Gazipur,2002/03/07,2
Gazipur,2003/03/07,2.9
Gazipur,2004/03/07,6.2
Gazipur,2006/03/07,6.2
Gazipur,2007/03/07,5.2
Gazipur,2009/03/07,1.1
Gazipur,2010/03/07,7.3
Gazipur,2011/03/07,0
Gazipur,2012/03/07,2.2
Gazipur,2013/03/07,3.1
Gazipur,2014/03/07,1.8
Gazipur,2015/03/07,4.2
Gazipur,2016/03/07,0.6
Gazipur,2017/03/07,0
Gazipur,2018/03/07,0
Gazipur,2019/03/07,6.3
Gazipur,2020/03/07,2.6
Gazipur,2021/03/07,1.2
Gazipur,2000/03/08,2.5
Gazipur,2001/03/08,10.7
Gazipur,2002/03/08,2.4
Gazipur,2003/03/08,9.2
Gazipur,2004/03/08,8.1
Gazipur,2005/03/08,6
Gazipur,2006/03/08,7.2
Gazipur,2007/03/08,8.6
Gazipur,2009/03/08,3.9
Gazipur,2010/03/08,4.2
Gazipur,2011/03/08,6.6
Gazipur,2012/03/08,9.9
Gazipur,2013/03/08,7
Gazipur,2014/03/08,3.4
Gazipur,2015/03/08,2.2
Gazipur,2016/03/08,11.2
Gazipur,2017/03/08,2.3
Gazipur,2018/03/08,3.6
Gazipur,2019/03/08,7.6
Gazipur,2020/03/08,5.7
Gazipur,2021/03/08,5.4
Gazipur,2000/03/09,3.4
Gazipur,2001/03/09,9.3
Gazipur,2002/03/09,6.4
Gazipur,2003/03/09,7.6
Gazipur,2004/03/09,2.1
Gazipur,2005/03/09,6.6
Gazipur,2006/03/09,10.7
Gazipur,2007/03/09,2.1
Gazipur,2008/03/09,8.5
Gazipur,2009/03/09,6.6
Gazipur,2010/03/09,8.4
Gazipur,2011/03/09,7.2
Gazipur,2012/03/09,3.2
Gazipur,2013/03/09,2.1
Gazipur,2014/03/09,9.4
Gazipur,2015/03/09,0.6
Gazipur,2016/03/09,5.4
Gazipur,2017/03/09,7.3
Gazipur,2018/03/09,6.3
Gazipur,2019/03/09,6.8
Gazipur,2020/03/09,10.5
Gazipur,2021/03/09,7.6
Gazipur,2000/03/10,8.6
Gazipur,2001/03/10,1
Gazipur,2002/03/10,3.7
Gazipur,2003/03/10,6.5
Gazipur,2004/03/10,8.5
Gazipur,2005/03/10,1.4
Gazipur,2006/03/10,3.1
Gazipur,2007/03/10,8.2
Gazipur,2008/03/10,1.4
Gazipur,2009/03/10,2.4
Gazipur,2010/03/10,10
Gazipur,2011/03/10,5.2
Gazipur,2012/03/10,6.8
Gazipur,2013/03/10,4.7
Gazipur,2014/03/10,7.6
Gazipur,2015/03/10,3.4
Gazipur,2016/03/10,7.6
Gazipur,2017/03/10,6.3
Gazipur,2018/03/10,6.8
Gazipur,2019/03/10,5.7
Gazipur,2020/03/10,3.8
Gazipur,2021/03/10,4.8
Gazipur,2000/03/11,7.3
Gazipur,2001/03/11,6.5
Gazipur,2002/03/11,6.3
Gazipur,2003/03/11,9.4
Gazipur,2004/03/11,7.7
Gazipur,2005/03/11,8.9
Gazipur,2006/03/11,7.2
Gazipur,2007/03/11,8.7
Gazipur,2008/03/11,9.2
Gazipur,2009/03/11,9
Gazipur,2010/03/11,9.2
Gazipur,2011/03/11,6.1
Gazipur,2013/03/11,5.6
Gazipur,2014/03/11,8.2
Gazipur,2015/03/11,6.8
Gazipur,2016/03/11,4.6
Gazipur,2017/03/11,9.3
Gazipur,2018/03/11,5.7
Gazipur,2019/03/11,4.3
Gazipur,2020/03/11,6.2
Gazipur,2021/03/11,8.6
Gazipur,2000/03/12,8.6
Gazipur,2001/03/12,6.5
Gazipur,2002/03/12,8.4
Gazipur,2003/03/12,7.9
Gazipur,2004/03/12,8.7
Gazipur,2005/03/12,7.7
Gazipur,2006/03/12,8.4
Gazipur,2007/03/12,6.1
Gazipur,2008/03/12,4.1
Gazipur,2009/03/12,6.5
Gazipur,2010/03/12,9.1
Gazipur,2011/03/12,5.2
Gazipur,2012/03/12,7.5
Gazipur,2013/03/12,8.3
Gazipur,2014/03/12,6.1
Gazipur,2016/03/12,7.3
Gazipur,2017/03/12,8.4
Gazipur,2018/03/12,8.2
Gazipur,2019/03/12,7.8
Gazipur,2020/03/12,5.8
Gazipur,2021/03/12,5.4
Gazipur,2000/04/01,6.4
Gazipur,2001/04/01,6.8
Gazipur,2002/04/01,6.4
Gazipur,2003/04/01,8.4
Gazipur,2004/04/01,5.3
Gazipur,2005/04/01,2.9
Gazipur,2006/04/01,7.2
Gazipur,2007/04/01,2.7
Gazipur,2008/04/01,8
Gazipur,2009/04/01,5.6
Gazipur,2011/04/01,4.7
Gazipur,2012/04/01,4.9
Gazipur,2013/04/01,3.8
Gazipur,2014/04/01,5.4
Gazipur,2015/04/01,1.4
Gazipur,2016/04/01,6.4
Gazipur,2017/04/01,6.8
Gazipur,2018/04/01,6.6
Gazipur,2019/04/01,6.8
Gazipur,2020/04/01,3.8
Gazipur,2021/04/01,7.2
Gazipur,2000/04/02,1.2
Gazipur,2001/04/02,8.1
Gazipur,2002/04/02,9.2
Gazipur,2003/04/02,8.6
Gazipur,2004/04/02,9
Gazipur,2005/04/02,7.7
Gazipur,2006/04/02,4.1
Gazipur,2007/04/02,3.2
Gazipur,2008/04/02,8.6
Gazipur,2009/04/02,7.9
Gazipur,2010/04/02,7.8
Gazipur,2011/04/02,7.6
Gazipur,2012/04/02,8.1
Gazipur,2013/04/02,8
Gazipur,2014/04/02,4.8
Gazipur,2015/04/02,6.8
Gazipur,2016/04/02,8.2
Gazipur,2017/04/02,9.2
Gazipur,2018/04/02,5.8
Gazipur,2019/04/02,9.2
Gazipur,2020/04/02,8.6
Gazipur,2021/04/02,8.4
Gazipur,2000/04/03,8.9
Gazipur,2001/04/03,9.9
Gazipur,2002/04/03,10.5
Gazipur,2003/04/03,8.4
Gazipur,2004/04/03,9.2
Gazipur,2005/04/03,9
Gazipur,2006/04/03,6.5
Gazipur,2007/04/03,10.6
Gazipur,2008/04/03,8.5
Gazipur,2009/04/03,5
Gazipur,2010/04/03,7.2
Gazipur,2011/04/03,8.7
Gazipur,2012/04/03,8.5
Gazipur,2013/04/03,9.7
Gazipur,2014/04/03,9.8
Gazipur,2015/04/03,4.2
Gazipur,2016/04/03,7.8
Gazipur,2017/04/03,4.2
Gazipur,2018/04/03,7.7
Gazipur,2019/04/03,3.3
Gazipur,2020/04/03,8.3
Gazipur,2021/04/03,8.2
Gazipur,2000/04/04,9.7
Gazipur,2001/04/04,7.9
Gazipur,2002/04/04,8.7
Gazipur,2003/04/04,3.3
Gazipur,2004/04/04,4.7
Gazipur,2005/04/04,9.9
Gazipur,2006/04/04,3.2
Gazipur,2007/04/04,8.9
Gazipur,2008/04/04,3.7
Gazipur,2009/04/04,8.8
Gazipur,2010/04/04,7.8
Gazipur,2011/04/04,5.6
Gazipur,2012/04/04,8.9
Gazipur,2013/04/04,8
Gazipur,2014/04/04,5.8
Gazipur,2015/04/04,4.2
Gazipur,2016/04/04,4.2
Gazipur,2017/04/04,1.3
Gazipur,2018/04/04,6.2
Gazipur,2019/04/04,5.7
Gazipur,2020/04/04,8.5
Gazipur,2021/04/04,6.3
Gazipur,2000/04/05,5
Gazipur,2001/04/05,3.6
Gazipur,2002/04/05,7.9
Gazipur,2003/04/05,7.5
Gazipur,2004/04/05,8.6
Gazipur,2005/04/05,7.6
Gazipur,2006/04/05,7.4
Gazipur,2007/04/05,11
Gazipur,2008/04/05,6.8
Gazipur,2009/04/05,10.6
Gazipur,2010/04/05,8.2
Gazipur,2011/04/05,2.1
Gazipur,2012/04/05,4.9
Gazipur,2013/04/05,3.6
Gazipur,2014/04/05,7.1
Gazipur,2015/04/05,9.6
Gazipur,2016/04/05,6.8
Gazipur,2017/04/05,7.8
Gazipur,2018/04/05,4.6
Gazipur,2019/04/05,0
Gazipur,2020/04/05,7.2
Gazipur,2021/04/05,5.6
Gazipur,2000/04/06,8.8
Gazipur,2001/04/06,0.2
Gazipur,2002/04/06,5.5
Gazipur,2003/04/06,5.8
Gazipur,2004/04/06,6.9
Gazipur,2005/04/06,6.5
Gazipur,2006/04/06,3.9
Gazipur,2007/04/06,5.3
Gazipur,2008/04/06,5.4
Gazipur,2009/04/06,7.8
Gazipur,2010/04/06,0.6
Gazipur,2011/04/06,8.3
Gazipur,2012/04/06,5.6
Gazipur,2013/04/06,6.8
Gazipur,2014/04/06,6.7
Gazipur,2015/04/06,10.6
Gazipur,2016/04/06,9.4
Gazipur,2017/04/06,3.2
Gazipur,2018/04/06,6.8
Gazipur,2019/04/06,2.2
Gazipur,2020/04/06,2.7
Gazipur,2021/04/06,8.3
Gazipur,2000/04/07,10.2
Gazipur,2001/04/07,9.3
Gazipur,2002/04/07,0.3
Gazipur,2003/04/07,6.3
Gazipur,2004/04/07,6.5
Gazipur,2005/04/07,0.1
Gazipur,2006/04/07,2.7
Gazipur,2007/04/07,0.3
Gazipur,2009/04/07,7.7
Gazipur,2010/04/07,3.3
Gazipur,2011/04/07,3.7
Gazipur,2012/04/07,4.3
Gazipur,2013/04/07,3.7
Gazipur,2014/04/07,1.2
Gazipur,2015/04/07,4.4
Gazipur,2016/04/07,0.8
Gazipur,2017/04/07,0
Gazipur,2018/04/07,0
Gazipur,2019/04/07,6.4
Gazipur,2020/04/07,1.2
Gazipur,2021/04/07,0
Gazipur,2000/04/08,5
Gazipur,2001/04/08,6.9
Gazipur,2002/04/08,2.9
Gazipur,2003/04/08,8.6
Gazipur,2004/04/08,5.4
Gazipur,2005/04/08,4.3
Gazipur,2006/04/08,4.6
Gazipur,2007/04/08,9.6
Gazipur,2008/04/08,4.3
Gazipur,2009/04/08,1.3
Gazipur,2010/04/08,6.8
Gazipur,2011/04/08,1.3
Gazipur,2012/04/08,9.7
Gazipur,2013/04/08,3.5
Gazipur,2014/04/08,7.8
Gazipur,2015/04/08,8.4
Gazipur,2016/04/08,8.6
Gazipur,2017/04/08,5.6
Gazipur,2018/04/08,0
Gazipur,2019/04/08,8.3
Gazipur,2020/04/08,4.3
Gazipur,2021/04/08,9.8
Gazipur,2000/04/09,0.1
Gazipur,2001/04/09,8.9
Gazipur,2002/04/09,6.1
Gazipur,2003/04/09,8
Gazipur,2004/04/09,1.1
Gazipur,2005/04/09,0.3
Gazipur,2006/04/09,10.6
Gazipur,2007/04/09,1.8
Gazipur,2008/04/09,5.2
Gazipur,2009/04/09,4.5
Gazipur,2010/04/09,0
Gazipur,2011/04/09,8.2
Gazipur,2012/04/09,0.3
Gazipur,2013/04/09,6.3
Gazipur,2014/04/09,9.2
Gazipur,2015/04/09,0.8
Gazipur,2016/04/09,4.8
Gazipur,2017/04/09,8.8
Gazipur,2018/04/09,5.8
Gazipur,2019/04/09,7.8
Gazipur,2020/04/09,9.3
Gazipur,2021/04/09,2.3
Gazipur,2000/04/10,3.8
Gazipur,2001/04/10,6
Gazipur,2002/04/10,6.9
Gazipur,2003/04/10,5.3
Gazipur,2004/04/10,3.3
Gazipur,2005/04/10,0.8
Gazipur,2006/04/10,4.3
Gazipur,2007/04/10,9.5
Gazipur,2008/04/10,3.1
Gazipur,2009/04/10,7.6
Gazipur,2010/04/10,8.8
Gazipur,2011/04/10,9.1
Gazipur,2012/04/10,0.3
Gazipur,2014/04/10,7.1
Gazipur,2015/04/10,7.7
Gazipur,2016/04/10,7.3
Gazipur,2017/04/10,5.8
Gazipur,2018/04/10,3.8
Gazipur,2019/04/10,6.7
Gazipur,2020/04/10,7.6
Gazipur,2021/04/10,6.3
Gazipur,2000/04/11,9.6
Gazipur,2001/04/11,6.1
Gazipur,2002/04/11,7.4
Gazipur,2003/04/11,7.7
Gazipur,2004/04/11,8.8
Gazipur,2005/04/11,9.1
Gazipur,2006/04/11,7.7
Gazipur,2007/04/11,7.5
Gazipur,2008/04/11,9.3
Gazipur,2009/04/11,7.8
Gazipur,2010/04/11,7.7
Gazipur,2011/04/11,6.7
Gazipur,2013/04/11,5.4
Gazipur,2014/04/11,7.5
Gazipur,2015/04/11,7.2
Gazipur,2016/04/11,0
Gazipur,2017/04/11,9.6
Gazipur,2018/04/11,6.7
Gazipur,2019/04/11,8.7
Gazipur,2020/04/11,7.7
Gazipur,2021/04/11,8.7
Gazipur,2000/04/12,8.7
Gazipur,2001/04/12,6.4
Gazipur,2002/04/12,6.5
Gazipur,2003/04/12,7.1
Gazipur,2004/04/12,8.9
Gazipur,2005/04/12,6.9
Gazipur,2006/04/12,7
Gazipur,2007/04/12,5.7
Gazipur,2008/04/12,7.4
Gazipur,2009/04/12,7.2
Gazipur,2010/04/12,7.5
Gazipur,2011/04/12,4.8
Gazipur,2012/04/12,7.5
Gazipur,2013/04/12,8.2
Gazipur,2014/04/12,5.2
Gazipur,2015/04/12,4.2
Gazipur,2016/04/12,7.2
Gazipur,2017/04/12,7.8
Gazipur,2018/04/12,8.3
Gazipur,2019/04/12,6.7
Gazipur,2020/04/12,5.9
Gazipur,2021/04/12,0
Gazipur,2000/05/01,4.9
Gazipur,2001/05/01,6.5
Gazipur,2002/05/01,8.4
Gazipur,2003/05/01,6.4
Gazipur,2004/05/01,6.6
Gazipur,2005/05/01,8.6
Gazipur,2006/05/01,7
Gazipur,2007/05/01,4.9
Gazipur,2008/05/01,7.1
Gazipur,2009/05/01,5.8
Gazipur,2010/05/01,6.1
Gazipur,2011/05/01,6.9
Gazipur,2012/05/01,5.9
Gazipur,2013/05/01,6.7
Gazipur,2014/05/01,4.4
Gazipur,2015/05/01,6.3
Gazipur,2016/05/01,5.8
Gazipur,2017/05/01,4.6
Gazipur,2018/05/01,5.8
Gazipur,2019/05/01,8.2
Gazipur,2020/05/01,1.8
Gazipur,2021/05/01,7.8
Gazipur,2000/05/02,0
Gazipur,2001/05/02,8.2
Gazipur,2002/05/02,9.6
Gazipur,2003/05/02,1.9
Gazipur,2004/05/02,9.3
Gazipur,2005/05/02,8.8
Gazipur,2006/05/02,7.7
Gazipur,2007/05/02,2.7
Gazipur,2008/05/02,6.8
Gazipur,2009/05/02,7.1
Gazipur,2010/05/02,8.1
Gazipur,2011/05/02,7.8
Gazipur,2012/05/02,7.8
Gazipur,2013/05/02,9.2
Gazipur,2014/05/02,4.2
Gazipur,2015/05/02,6.2
Gazipur,2016/05/02,8.5
Gazipur,2017/05/02,8.4
Gazipur,2018/05/02,2.3
Gazipur,2019/05/02,7.8
Gazipur,2020/05/02,7.3
Gazipur,2021/05/02,8.6
Gazipur,2000/05/03,6.6
Gazipur,2001/05/03,3.3
Gazipur,2002/05/03,8.9
Gazipur,2003/05/03,7.8
Gazipur,2004/05/03,9.4
Gazipur,2005/05/03,8.9
Gazipur,2006/05/03,7.5
Gazipur,2007/05/03,9.9
Gazipur,2008/05/03,6.1
Gazipur,2009/05/03,7.8
Gazipur,2010/05/03,7.7
Gazipur,2011/05/03,9.6
Gazipur,2012/05/03,7.9
Gazipur,2013/05/03,8.9
Gazipur,2014/05/03,9.4
Gazipur,2015/05/03,9.7
Gazipur,2016/05/03,4.6
Gazipur,2017/05/03,7.6
Gazipur,2018/05/03,7.9
Gazipur,2019/05/03,2.6
Gazipur,2020/05/03,5.2
Gazipur,2021/05/03,6.5
Gazipur,2000/05/04,8.8
Gazipur,2001/05/04,8.2
Gazipur,2002/05/04,9.3
Gazipur,2003/05/04,9.3
Gazipur,2004/05/04,6.3
Gazipur,2005/05/04,8.7
Gazipur,2006/05/04,3.7
Gazipur,2007/05/04,9.4
Gazipur,2008/05/04,9.5
Gazipur,2009/05/04,6.6
Gazipur,2010/05/04,6.5
Gazipur,2011/05/04,4.9
Gazipur,2012/05/04,6.9
Gazipur,2013/05/04,9.8
Gazipur,2014/05/04,5.2
Gazipur,2015/05/04,4.3
Gazipur,2016/05/04,1.2
Gazipur,2017/05/04,0.4
Gazipur,2018/05/04,8.3
Gazipur,2019/05/04,1.3
Gazipur,2020/05/04,7.6
Gazipur,2021/05/04,9.3
Gazipur,2000/05/05,5.7
Gazipur,2001/05/05,2.3
Gazipur,2002/05/05,2.6
Gazipur,2003/05/05,7.5
Gazipur,2004/05/05,9
Gazipur,2005/05/05,3.5
Gazipur,2006/05/05,8.7
Gazipur,2007/05/05,6
Gazipur,2008/05/05,8
Gazipur,2009/05/05,8
Gazipur,2010/05/05,6
Gazipur,2011/05/05,6.2
Gazipur,2012/05/05,8.9
Gazipur,2013/05/05,7.2
Gazipur,2014/05/05,4.8
Gazipur,2015/05/05,10.8
Gazipur,2016/05/05,4.8
Gazipur,2017/05/05,8.2
Gazipur,2018/05/05,4.2
Gazipur,2019/05/05,10.1
Gazipur,2020/05/05,5.2
Gazipur,2021/05/05,2.8
Gazipur,2000/05/06,7.5
Gazipur,2001/05/06,0.3
Gazipur,2002/05/06,5.9
Gazipur,2004/05/06,7.6
Gazipur,2005/05/06,7.5
Gazipur,2006/05/06,4.3
Gazipur,2008/05/06,3.2
Gazipur,2009/05/06,7.1
Gazipur,2010/05/06,1.8
Gazipur,2011/05/06,7.2
Gazipur,2012/05/06,0.3
Gazipur,2013/05/06,0.9
Gazipur,2014/05/06,5.8
Gazipur,2015/05/06,8.7
Gazipur,2016/05/06,5.8
Gazipur,2017/05/06,3.4
Gazipur,2018/05/06,9.4
Gazipur,2019/05/06,0
Gazipur,2020/05/06,5.4
Gazipur,2021/05/06,1.2
Gazipur,2000/05/07,6.3
Gazipur,2001/05/07,7.8
Gazipur,2002/05/07,3.6
Gazipur,2003/05/07,8.3
Gazipur,2004/05/07,1.7
Gazipur,2005/05/07,1.9
Gazipur,2006/05/07,1.6
Gazipur,2007/05/07,4.3
Gazipur,2009/05/07,8.9
Gazipur,2010/05/07,7.2
Gazipur,2011/05/07,8.5
Gazipur,2012/05/07,1.2
Gazipur,2013/05/07,4.3
Gazipur,2014/05/07,0.6
Gazipur,2015/05/07,0.6
Gazipur,2016/05/07,0
Gazipur,2017/05/07,0
Gazipur,2018/05/07,2.2
Gazipur,2019/05/07,4.7
Gazipur,2020/05/07,3.3
Gazipur,2021/05/07,2.8
Gazipur,2000/05/08,4.4
Gazipur,2001/05/08,0.3
Gazipur,2002/05/08,7.6
Gazipur,2003/05/08,10.5
Gazipur,2004/05/08,3.3
Gazipur,2005/05/08,1.7
Gazipur,2007/05/08,10.2
Gazipur,2008/05/08,3.1
Gazipur,2009/05/08,3.7
Gazipur,2010/05/08,9.4
Gazipur,2011/05/08,0
Gazipur,2012/05/08,7.1
Gazipur,2013/05/08,5.1
Gazipur,2014/05/08,7.6
Gazipur,2015/05/08,7.2
Gazipur,2016/05/08,9.6
Gazipur,2017/05/08,3.7
Gazipur,2018/05/08,1.4
Gazipur,2019/05/08,9.2
Gazipur,2020/05/08,6.7
Gazipur,2021/05/08,6.7
Gazipur,2000/05/09,7.9
Gazipur,2001/05/09,5.6
Gazipur,2002/05/09,6.9
Gazipur,2003/05/09,8.2
Gazipur,2004/05/09,4.5
Gazipur,2005/05/09,2.6
Gazipur,2006/05/09,8
Gazipur,2007/05/09,2.8
Gazipur,2008/05/09,6.3
Gazipur,2009/05/09,6.6
Gazipur,2010/05/09,5.2
Gazipur,2011/05/09,7.9
Gazipur,2012/05/09,0.3
Gazipur,2013/05/09,2.1
Gazipur,2014/05/09,7.9
Gazipur,2015/05/09,0.4
Gazipur,2016/05/09,4.2
Gazipur,2017/05/09,3.6
Gazipur,2018/05/09,10.6
Gazipur,2019/05/09,9.4
Gazipur,2020/05/09,6.4
Gazipur,2021/05/09,3.8
Gazipur,2000/05/10,6.1
Gazipur,2001/05/10,6.4
Gazipur,2002/05/10,6.7
Gazipur,2003/05/10,0.9
Gazipur,2005/05/10,4.3
Gazipur,2006/05/10,8.2
Gazipur,2008/05/10,5.3
Gazipur,2009/05/10,2.7
Gazipur,2010/05/10,4.5
Gazipur,2011/05/10,7.2
Gazipur,2012/05/10,1.9
Gazipur,2013/05/10,1.4
Gazipur,2014/05/10,8.5
Gazipur,2015/05/10,4.4
Gazipur,2016/05/10,3.6
Gazipur,2017/05/10,7.3
Gazipur,2018/05/10,6.4
Gazipur,2019/05/10,5.6
Gazipur,2020/05/10,3.2
Gazipur,2021/05/10,1.6
Gazipur,2000/05/11,9.5
Gazipur,2001/05/11,8.2
Gazipur,2002/05/11,8.6
Gazipur,2003/05/11,7.9
Gazipur,2004/05/11,7.7
Gazipur,2005/05/11,8.7
Gazipur,2006/05/11,2.2
Gazipur,2007/05/11,7
Gazipur,2008/05/11,9.1
Gazipur,2009/05/11,7.2
Gazipur,2010/05/11,9.1
Gazipur,2011/05/11,6.3
Gazipur,2012/05/11,0.3
Gazipur,2013/05/11,7.8
Gazipur,2014/05/11,7.2
Gazipur,2015/05/11,8.8
Gazipur,2016/05/11,0
Gazipur,2017/05/11,9.8
Gazipur,2018/05/11,5.8
Gazipur,2019/05/11,6.7
Gazipur,2020/05/11,8.2
Gazipur,2021/05/11,9
Gazipur,2000/05/12,8.3
Gazipur,2001/05/12,4.3
Gazipur,2002/05/12,7.7
Gazipur,2003/05/12,5.8
Gazipur,2004/05/12,7.1
Gazipur,2005/05/12,8.3
Gazipur,2006/05/12,7.5
Gazipur,2007/05/12,7.1
Gazipur,2008/05/12,6.8
Gazipur,2009/05/12,3.8
Gazipur,2010/05/12,3.8
Gazipur,2011/05/12,6.2
Gazipur,2012/05/12,6.4
Gazipur,2013/05/12,8.4
Gazipur,2014/05/12,5.6
Gazipur,2015/05/12,6.4
Gazipur,2016/05/12,7.4
Gazipur,2017/05/12,8.3
Gazipur,2018/05/12,6.8
Gazipur,2019/05/12,8.7
Gazipur,2020/05/12,8.8
Gazipur,2021/05/12,0
Gazipur,2000/06/01,6.3
Gazipur,2001/06/01,5.3
Gazipur,2002/06/01,7.1
Gazipur,2003/06/01,6.2
Gazipur,2004/06/01,6.2
Gazipur,2005/06/01,7.5
Gazipur,2006/06/01,6.2
Gazipur,2007/06/01,4.7
Gazipur,2008/06/01,8.1
Gazipur,2009/06/01,4.2
Gazipur,2010/06/01,3.5
Gazipur,2011/06/01,6.1
Gazipur,2012/06/01,0.4
Gazipur,2013/06/01,6
Gazipur,2015/06/01,4.6
Gazipur,2016/06/01,7.8
Gazipur,2017/06/01,4.2
Gazipur,2018/06/01,6.3
Gazipur,2019/06/01,8.4
Gazipur,2020/06/01,6.8
Gazipur,2021/06/01,6.5
Gazipur,2000/06/02,2.1
Gazipur,2001/06/02,8.6
Gazipur,2002/06/02,8.7
Gazipur,2003/06/02,8.1
Gazipur,2004/06/02,7.5
Gazipur,2005/06/02,6.6
Gazipur,2006/06/02,7.6
Gazipur,2007/06/02,1.8
Gazipur,2008/06/02,6
Gazipur,2009/06/02,6.6
Gazipur,2010/06/02,8.7
Gazipur,2011/06/02,7.6
Gazipur,2012/06/02,8.5
Gazipur,2013/06/02,8.4
Gazipur,2014/06/02,7.6
Gazipur,2015/06/02,5.6
Gazipur,2016/06/02,7.6
Gazipur,2017/06/02,7.5
Gazipur,2018/06/02,4.5
Gazipur,2019/06/02,7.6
Gazipur,2020/06/02,7.1
Gazipur,2021/06/02,8.7
Gazipur,2000/06/03,5.4
Gazipur,2001/06/03,8.7
Gazipur,2002/06/03,10.2
Gazipur,2003/06/03,6.3
Gazipur,2004/06/03,7.6
Gazipur,2005/06/03,9.2
Gazipur,2006/06/03,8.6
Gazipur,2007/06/03,10
Gazipur,2008/06/03,5.7
Gazipur,2009/06/03,7.6
Gazipur,2010/06/03,8.1
Gazipur,2011/06/03,9.7
Gazipur,2012/06/03,6.9
Gazipur,2013/06/03,9.2
Gazipur,2014/06/03,9.2
Gazipur,2015/06/03,9.7
Gazipur,2016/06/03,4.2
Gazipur,2017/06/03,4.8
Gazipur,2018/06/03,9.2
Gazipur,2019/06/03,4.3
Gazipur,2020/06/03,5.7
Gazipur,2021/06/03,8.3
Gazipur,2000/06/04,9.5
Gazipur,2001/06/04,8.7
Gazipur,2002/06/04,8.6
Gazipur,2003/06/04,9.6
Gazipur,2004/06/04,1.7
Gazipur,2005/06/04,8.5
Gazipur,2006/06/04,6.4
Gazipur,2007/06/04,9.2
Gazipur,2008/06/04,10.3
Gazipur,2009/06/04,3.5
Gazipur,2010/06/04,7.7
Gazipur,2011/06/04,7.8
Gazipur,2012/06/04,1.8
Gazipur,2013/06/04,9.6
Gazipur,2014/06/04,5.4
Gazipur,2015/06/04,6.1
Gazipur,2016/06/04,8.4
Gazipur,2017/06/04,0
Gazipur,2018/06/04,6.2
Gazipur,2019/06/04,8.3
Gazipur,2020/06/04,10.2
Gazipur,2021/06/04,8.6
Gazipur,2000/06/05,9.5
Gazipur,2001/06/05,3.2
Gazipur,2002/06/05,2.1
Gazipur,2003/06/05,7.9
Gazipur,2004/06/05,9.7
Gazipur,2005/06/05,10.5
Gazipur,2006/06/05,6.5
Gazipur,2007/06/05,9.6
Gazipur,2008/06/05,6.9
Gazipur,2009/06/05,8.7
Gazipur,2010/06/05,5.8
Gazipur,2011/06/05,8.8
Gazipur,2012/06/05,9.1
Gazipur,2014/06/05,8.7
Gazipur,2015/06/05,7.6
Gazipur,2016/06/05,6.6
Gazipur,2017/06/05,8.4
Gazipur,2018/06/05,7.5
Gazipur,2019/06/05,10.2
Gazipur,2020/06/05,8.8
Gazipur,2021/06/05,7
Gazipur,2000/06/06,2.8
Gazipur,2001/06/06,0.7
Gazipur,2002/06/06,6
Gazipur,2003/06/06,3.7
Gazipur,2004/06/06,4.2
Gazipur,2005/06/06,9.1
Gazipur,2006/06/06,2.1
Gazipur,2007/06/06,3.1
Gazipur,2008/06/06,3.9
Gazipur,2009/06/06,6.5
Gazipur,2010/06/06,1.7
Gazipur,2011/06/06,7.6
Gazipur,2012/06/06,2.9
Gazipur,2013/06/06,4.5
Gazipur,2014/06/06,8.1
Gazipur,2015/06/06,6.2
Gazipur,2016/06/06,2.2
Gazipur,2017/06/06,9.3
Gazipur,2018/06/06,6.8
Gazipur,2019/06/06,8.6
Gazipur,2020/06/06,4.2
Gazipur,2021/06/06,3.8
Gazipur,2000/06/07,2.1
Gazipur,2001/06/07,9.7
Gazipur,2003/06/07,5.3
Gazipur,2004/06/07,0
Gazipur,2005/06/07,9.5
Gazipur,2006/06/07,0.2
Gazipur,2007/06/07,4.6
Gazipur,2008/06/07,3.4
Gazipur,2009/06/07,7.3
Gazipur,2010/06/07,7.3
Gazipur,2011/06/07,8.2
Gazipur,2012/06/07,5.3
Gazipur,2013/06/07,2.6
Gazipur,2014/06/07,3.6
Gazipur,2015/06/07,1.6
Gazipur,2016/06/07,2.4
Gazipur,2017/06/07,3.2
Gazipur,2018/06/07,9.6
Gazipur,2019/06/07,0
Gazipur,2020/06/07,6.8
Gazipur,2021/06/07,2.6
Gazipur,2000/06/08,4.2
Gazipur,2001/06/08,1.9
Gazipur,2002/06/08,4.6
Gazipur,2003/06/08,10.2
Gazipur,2004/06/08,9.2
Gazipur,2005/06/08,0.3
Gazipur,2006/06/08,3.2
Gazipur,2007/06/08,7.8
Gazipur,2008/06/08,7.3
Gazipur,2009/06/08,0.7
Gazipur,2010/06/08,8.4
Gazipur,2011/06/08,4.1
Gazipur,2012/06/08,7.3
Gazipur,2013/06/08,0
Gazipur,2014/06/08,4.3
Gazipur,2015/06/08,7.8
Gazipur,2016/06/08,4.2
Gazipur,2017/06/08,2.6
