humidity_station_name,record_date,humidity_value
Faridpur,2011/06/11,90
Faridpur,2011/06/12,82
Faridpur,2011/06/13,79
Faridpur,2011/06/14,84
Faridpur,2011/06/15,84
Faridpur,2011/06/16,88
Faridpur,2011/06/17,93
Faridpur,2011/06/18,96
Faridpur,2011/06/19,89
Faridpur,2011/06/20,88
Faridpur,2011/06/21,85
Faridpur,2011/06/22,88
Faridpur,2011/06/23,83
Faridpur,2011/06/24,91
Faridpur,2011/06/25,87
Faridpur,2011/06/26,94
Faridpur,2011/06/27,92
Faridpur,2011/06/28,95
Faridpur,2011/06/29,93
Faridpur,2011/06/30,91
Faridpur,2011/07/01,95
Faridpur,2011/07/02,93
Faridpur,2011/07/03,94
Faridpur,2011/07/04,89
Faridpur,2011/07/05,85
Faridpur,2011/07/06,83
Faridpur,2011/07/07,90
Faridpur,2011/07/08,84
Faridpur,2011/07/09,80
Faridpur,2011/07/10,82
Faridpur,2011/07/11,78
Faridpur,2011/07/12,84
Faridpur,2011/07/13,84
Faridpur,2011/07/14,81
Faridpur,2011/07/15,85
Faridpur,2011/07/16,84
Faridpur,2011/07/17,85
Faridpur,2011/07/18,90
Faridpur,2011/07/19,91
Faridpur,2011/07/20,89
Faridpur,2011/07/21,91
Faridpur,2011/07/22,86
Faridpur,2011/07/23,78
Faridpur,2011/07/24,80
Faridpur,2011/07/25,74
Faridpur,2011/07/26,79
Faridpur,2011/07/27,78
Faridpur,2011/07/28,75
Faridpur,2011/07/29,74
Faridpur,2011/07/30,74
Faridpur,2011/07/31,79
Faridpur,2011/08/01,77
Faridpur,2011/08/02,85
Faridpur,2011/08/03,87
Faridpur,2011/08/04,85
Faridpur,2011/08/05,96
Faridpur,2011/08/06,89
Faridpur,2011/08/07,93
Faridpur,2011/08/08,96
Faridpur,2011/08/09,96
Faridpur,2011/08/10,94
Faridpur,2011/08/11,87
Faridpur,2011/08/12,83
Faridpur,2011/08/13,95
Faridpur,2011/08/14,86
Faridpur,2011/08/15,81
Faridpur,2011/08/16,92
Faridpur,2011/08/17,93
Faridpur,2011/08/18,83
Faridpur,2011/08/19,84
Faridpur,2011/08/20,81
Faridpur,2011/08/21,86
Faridpur,2011/08/22,86
Faridpur,2011/08/23,87
Faridpur,2011/08/24,94
Faridpur,2011/08/25,83
Faridpur,2011/08/26,84
Faridpur,2011/08/27,79
Faridpur,2011/08/28,79
Faridpur,2011/08/29,75
Faridpur,2011/08/30,74
Faridpur,2011/08/31,78
Faridpur,2011/09/01,81
Faridpur,2011/09/02,86
Faridpur,2011/09/03,80
Faridpur,2011/09/04,75
Faridpur,2011/09/05,79
Faridpur,2011/09/06,83
Faridpur,2011/09/07,89
Faridpur,2011/09/08,88
Faridpur,2011/09/09,86
Faridpur,2011/09/10,86
Faridpur,2011/09/11,81
Faridpur,2011/09/12,74
Faridpur,2011/09/13,81
Faridpur,2011/09/14,88
Faridpur,2011/09/15,87
Faridpur,2011/09/16,93
Faridpur,2011/09/17,90
Faridpur,2011/09/18,89
Faridpur,2011/09/19,87
Faridpur,2011/09/20,84
Faridpur,2011/09/21,81
Faridpur,2011/09/22,84
Faridpur,2011/09/23,84
Faridpur,2011/09/24,86
Faridpur,2011/09/25,82
Faridpur,2011/09/26,84
Faridpur,2011/09/27,82
Faridpur,2011/09/28,82
Faridpur,2011/09/29,83
Faridpur,2011/09/30,79
Faridpur,2011/10/01,82
Faridpur,2011/10/02,81
Faridpur,2011/10/03,82
Faridpur,2011/10/04,82
Faridpur,2011/10/05,81
Faridpur,2011/10/06,77
Faridpur,2011/10/07,76
Faridpur,2011/10/08,76
Faridpur,2011/10/09,78
Faridpur,2011/10/10,82
Faridpur,2011/10/11,78
Faridpur,2011/10/12,78
Faridpur,2011/10/13,78
Faridpur,2011/10/14,77
Faridpur,2011/10/15,76
Faridpur,2011/10/16,79
Faridpur,2011/10/17,77
Faridpur,2011/10/18,82
Faridpur,2011/10/19,78
Faridpur,2011/10/20,78
Faridpur,2011/10/21,78
Faridpur,2011/10/22,85
Faridpur,2011/10/23,79
Faridpur,2011/10/24,78
Faridpur,2011/10/25,79
Faridpur,2011/10/26,80
Faridpur,2011/10/27,77
Faridpur,2011/10/28,74
Faridpur,2011/10/29,77
Faridpur,2011/10/30,77
Faridpur,2011/10/31,70
Faridpur,2011/11/01,71
Faridpur,2011/11/02,74
Faridpur,2011/11/03,78
Faridpur,2011/11/04,81
Faridpur,2011/11/05,81
Faridpur,2011/11/06,80
Faridpur,2011/11/07,82
Faridpur,2011/11/08,75
Faridpur,2011/11/09,73
Faridpur,2011/11/10,73
Faridpur,2011/11/11,74
Faridpur,2011/11/12,79
Faridpur,2011/11/13,79
Faridpur,2011/11/14,82
Faridpur,2011/11/15,83
Faridpur,2011/11/16,84
Faridpur,2011/11/17,80
Faridpur,2011/11/18,86
Faridpur,2011/11/19,81
Faridpur,2011/11/20,81
Faridpur,2011/11/21,79
Faridpur,2011/11/22,76
Faridpur,2011/11/23,73
Faridpur,2011/11/24,71
Faridpur,2011/11/25,73
Faridpur,2011/11/26,72
Faridpur,2011/11/27,75
Faridpur,2011/11/28,74
Faridpur,2011/11/29,73
Faridpur,2011/11/30,77
Faridpur,2011/12/01,81
Faridpur,2011/12/02,76
Faridpur,2011/12/03,74
Faridpur,2011/12/04,79
Faridpur,2011/12/05,85
Faridpur,2011/12/06,82
Faridpur,2011/12/07,81
Faridpur,2011/12/08,81
Faridpur,2011/12/09,82
Faridpur,2011/12/10,89
Faridpur,2011/12/11,83
Faridpur,2011/12/12,78
Faridpur,2011/12/13,77
Faridpur,2011/12/14,80
Faridpur,2011/12/15,80
Faridpur,2011/12/16,86
Faridpur,2011/12/17,92
Faridpur,2011/12/18,88
Faridpur,2011/12/19,93
Faridpur,2011/12/20,93
Faridpur,2011/12/21,94
Faridpur,2011/12/22,91
Faridpur,2011/12/23,88
Faridpur,2011/12/24,87
Faridpur,2011/12/25,86
Faridpur,2011/12/26,77
Faridpur,2011/12/27,75
Faridpur,2011/12/28,72
Faridpur,2011/12/29,72
Faridpur,2011/12/30,71
Faridpur,2011/12/31,72
Faridpur,2012/01/01,63
Faridpur,2012/01/02,92
Faridpur,2012/01/03,85
Faridpur,2012/01/04,80
Faridpur,2012/01/05,77
Faridpur,2012/01/06,82
Faridpur,2012/01/07,81
Faridpur,2012/01/08,79
Faridpur,2012/01/09,93
Faridpur,2012/01/10,85
Faridpur,2012/01/11,80
Faridpur,2012/01/12,74
Faridpur,2012/01/13,80
Faridpur,2012/01/14,78
Faridpur,2012/01/15,72
Faridpur,2012/01/16,74
Faridpur,2012/01/17,74
Faridpur,2012/01/18,86
Faridpur,2012/01/19,90
Faridpur,2012/01/20,86
Faridpur,2012/01/21,85
Faridpur,2012/01/22,73
Faridpur,2012/01/23,75
Faridpur,2012/01/24,72
Faridpur,2012/01/25,74
Faridpur,2012/01/26,74
Faridpur,2012/01/27,72
Faridpur,2012/01/28,69
Faridpur,2012/01/29,67
Faridpur,2012/01/30,57
Faridpur,2012/01/31,57
Faridpur,2012/02/01,62
Faridpur,2012/02/02,67
Faridpur,2012/02/03,67
Faridpur,2012/02/04,67
Faridpur,2012/02/05,66
Faridpur,2012/02/06,69
Faridpur,2012/02/07,69
Faridpur,2012/02/08,73
Faridpur,2012/02/09,72
Faridpur,2012/02/10,58
Faridpur,2012/02/11,62
Faridpur,2012/02/12,66
Faridpur,2012/02/13,67
Faridpur,2012/02/14,66
Faridpur,2012/02/15,72
Faridpur,2012/02/16,77
Faridpur,2012/02/17,80
Faridpur,2012/02/18,67
Faridpur,2012/02/19,62
Faridpur,2012/02/20,63
Faridpur,2012/02/21,62
Faridpur,2012/02/22,63
Faridpur,2012/02/23,70
Faridpur,2012/02/24,66
Faridpur,2012/02/25,60
Faridpur,2012/02/26,61
Faridpur,2012/02/27,63
Faridpur,2012/02/28,63
Faridpur,2012/02/29,72
Faridpur,2012/03/01,67
Faridpur,2012/03/02,60
Faridpur,2012/03/03,49
Faridpur,2012/03/04,55
Faridpur,2012/03/05,68
Faridpur,2012/03/06,65
Faridpur,2012/03/07,67
Faridpur,2012/03/08,62
Faridpur,2012/03/09,73
Faridpur,2012/03/10,76
Faridpur,2012/03/11,58
Faridpur,2012/03/12,60
Faridpur,2012/03/13,57
Faridpur,2012/03/14,71
Faridpur,2012/03/15,61
Faridpur,2012/03/16,53
Faridpur,2012/03/17,68
Faridpur,2012/03/18,73
Faridpur,2012/03/19,84
Faridpur,2012/03/20,76
Faridpur,2012/03/21,71
Faridpur,2012/03/22,65
Faridpur,2012/03/23,50
Faridpur,2012/03/24,52
Faridpur,2012/03/25,68
Faridpur,2012/03/26,65
Faridpur,2012/03/27,68
Faridpur,2012/03/28,57
Faridpur,2012/03/29,58
Faridpur,2012/03/30,73
Faridpur,2012/03/31,65
Faridpur,2012/04/01,62
Faridpur,2012/04/02,57
Faridpur,2012/04/03,65
Faridpur,2012/04/04,63
Faridpur,2012/04/05,59
Faridpur,2012/04/06,84
Faridpur,2012/04/07,82
Faridpur,2012/04/08,81
Faridpur,2012/04/09,87
Faridpur,2012/04/10,82
Faridpur,2012/04/11,76
Faridpur,2012/04/12,84
Faridpur,2012/04/13,79
Faridpur,2012/04/14,69
Faridpur,2012/04/15,74
Faridpur,2012/04/16,72
Faridpur,2012/04/17,64
Faridpur,2012/04/18,71
Faridpur,2012/04/19,74
Faridpur,2012/04/20,75
Faridpur,2012/04/21,73
Faridpur,2012/04/22,58
Faridpur,2012/04/23,65
Faridpur,2012/04/24,64
Faridpur,2012/04/25,69
Faridpur,2012/04/26,78
Faridpur,2012/04/27,63
Faridpur,2012/04/28,74
Faridpur,2012/04/29,71
Faridpur,2012/04/30,74
Faridpur,2012/05/01,78
Faridpur,2012/05/02,81
Faridpur,2012/05/03,80
Faridpur,2012/05/04,79
Faridpur,2012/05/05,71
Faridpur,2012/05/06,72
Faridpur,2012/05/07,71
Faridpur,2012/05/08,71
Faridpur,2012/05/09,74
Faridpur,2012/05/10,73
Faridpur,2012/05/11,80
Faridpur,2012/05/12,75
Faridpur,2012/05/13,79
Faridpur,2012/05/14,76
Faridpur,2012/05/15,79
Faridpur,2012/05/16,78
Faridpur,2012/05/17,76
Faridpur,2012/05/18,80
Faridpur,2012/05/19,81
Faridpur,2012/05/20,81
Faridpur,2012/05/21,70
Faridpur,2012/05/22,77
Faridpur,2012/05/23,76
Faridpur,2012/05/24,76
Faridpur,2012/05/25,75
Faridpur,2012/05/26,75
Faridpur,2012/05/27,76
Faridpur,2012/05/28,82
Faridpur,2012/05/29,74
Faridpur,2012/05/30,81
Faridpur,2012/05/31,79
Faridpur,2012/06/01,88
Faridpur,2012/06/02,79
Faridpur,2012/06/03,83
Faridpur,2012/06/04,76
Faridpur,2012/06/05,84
Faridpur,2012/06/06,77
Faridpur,2012/06/07,82
Faridpur,2012/06/08,73
Faridpur,2012/06/09,73
Faridpur,2012/06/10,76
Faridpur,2012/06/11,76
Faridpur,2012/06/12,74
Faridpur,2012/06/13,74
Faridpur,2012/06/14,74
Faridpur,2012/06/15,79
Faridpur,2012/06/16,86
Faridpur,2012/06/17,83
Faridpur,2012/06/18,85
Faridpur,2012/06/19,79
Faridpur,2012/06/20,86
Faridpur,2012/06/21,88
Faridpur,2012/06/22,86
Faridpur,2012/06/23,88
Faridpur,2012/06/24,92
Faridpur,2012/06/25,90
Faridpur,2012/06/26,80
Faridpur,2012/06/27,89
Faridpur,2012/06/28,83
Faridpur,2012/06/29,82
Faridpur,2012/06/30,86
Faridpur,2012/07/01,76
Faridpur,2012/07/02,80
Faridpur,2012/07/03,90
Faridpur,2012/07/04,88
Faridpur,2012/07/05,88
Faridpur,2012/07/06,88
Faridpur,2012/07/07,79
Faridpur,2012/07/08,84
Faridpur,2012/07/09,85
Faridpur,2012/07/10,86
Faridpur,2012/07/11,83
Faridpur,2012/07/12,88
Faridpur,2012/07/13,86
Faridpur,2012/07/14,93
Faridpur,2012/07/15,91
Faridpur,2012/07/16,84
Faridpur,2012/07/17,90
Faridpur,2012/07/18,93
Faridpur,2012/07/19,87
Faridpur,2012/07/20,80
Faridpur,2012/07/21,84
Faridpur,2012/07/22,86
Faridpur,2012/07/23,85
Faridpur,2012/07/24,85
Faridpur,2012/07/25,82
Faridpur,2012/07/26,83
Faridpur,2012/07/27,87
Faridpur,2012/07/28,85
Faridpur,2012/07/29,87
Faridpur,2012/07/30,87
Faridpur,2012/07/31,84
Faridpur,2012/08/01,85
Faridpur,2012/08/02,81
Faridpur,2012/08/03,77
Faridpur,2012/08/04,80
Faridpur,2012/08/05,81
Faridpur,2012/08/06,88
Faridpur,2012/08/07,87
Faridpur,2012/08/08,89
Faridpur,2012/08/09,79
Faridpur,2012/08/10,84
Faridpur,2012/08/11,93
Faridpur,2012/08/12,91
Faridpur,2012/08/13,95
Faridpur,2012/08/14,86
Faridpur,2012/08/15,82
Faridpur,2012/08/16,80
Faridpur,2012/08/17,79
Faridpur,2012/08/18,81
Faridpur,2012/08/19,81
Faridpur,2012/08/20,92
Faridpur,2012/08/21,91
Faridpur,2012/08/22,87
Faridpur,2012/08/23,88
Faridpur,2012/08/24,87
Faridpur,2012/08/25,87
Faridpur,2012/08/26,85
Faridpur,2012/08/27,85
Faridpur,2012/08/28,81
Faridpur,2012/08/29,80
Faridpur,2012/08/30,83
Faridpur,2012/08/31,83
Faridpur,2012/09/01,79
Faridpur,2012/09/02,81
Faridpur,2012/09/03,81
Faridpur,2012/09/04,90
Faridpur,2012/09/05,93
Faridpur,2012/09/06,90
Faridpur,2012/09/07,77
Faridpur,2012/09/08,83
Faridpur,2012/09/09,87
Faridpur,2012/09/10,88
Faridpur,2012/09/11,86
Faridpur,2012/09/12,84
Faridpur,2012/09/13,88
Faridpur,2012/09/14,92
Faridpur,2012/09/15,86
Faridpur,2012/09/16,85
Faridpur,2012/09/17,89
Faridpur,2012/09/18,87
Faridpur,2012/09/19,83
Faridpur,2012/09/20,81
Faridpur,2012/09/21,81
Faridpur,2012/09/22,81
Faridpur,2012/09/23,84
Faridpur,2012/09/24,88
Faridpur,2012/09/25,76
Faridpur,2012/09/26,82
Faridpur,2012/09/27,88
Faridpur,2012/09/28,81
Faridpur,2012/09/29,85
Faridpur,2012/09/30,80
Faridpur,2012/10/01,79
Faridpur,2012/10/02,80
Faridpur,2012/10/03,83
Faridpur,2012/10/04,93
Faridpur,2012/10/05,88
Faridpur,2012/10/06,90
Faridpur,2012/10/07,81
Faridpur,2012/10/08,82
Faridpur,2012/10/09,88
Faridpur,2012/10/10,86
Faridpur,2012/10/11,84
Faridpur,2012/10/12,86
Faridpur,2012/10/13,85
Faridpur,2012/10/14,87
Faridpur,2012/10/15,80
Faridpur,2012/10/16,75
Faridpur,2012/10/17,76
Faridpur,2012/10/18,76
Faridpur,2012/10/19,74
Faridpur,2012/10/20,75
Faridpur,2012/10/21,74
Faridpur,2012/10/22,74
Faridpur,2012/10/23,75
Faridpur,2012/10/24,75
Faridpur,2012/10/25,77
Faridpur,2012/10/26,76
Faridpur,2012/10/27,75
Faridpur,2012/10/28,74
Faridpur,2012/10/29,76
Faridpur,2012/10/30,75
Faridpur,2012/10/31,78
Faridpur,2012/11/01,78
Faridpur,2012/11/02,76
Faridpur,2012/11/03,86
Faridpur,2012/11/04,97
Faridpur,2012/11/05,93
Faridpur,2012/11/06,96
Faridpur,2012/11/07,88
Faridpur,2012/11/08,80
Faridpur,2012/11/09,76
Faridpur,2012/11/10,76
Faridpur,2012/11/11,77
Faridpur,2012/11/12,78
Faridpur,2012/11/13,79
Faridpur,2012/11/14,79
Faridpur,2012/11/15,78
Faridpur,2012/11/16,78
Faridpur,2012/11/17,73
Faridpur,2012/11/18,73
Faridpur,2012/11/19,65
Faridpur,2012/11/20,68
Faridpur,2012/11/21,70
Faridpur,2012/11/22,74
Faridpur,2012/11/23,76
Faridpur,2012/11/24,73
Faridpur,2012/11/25,73
Faridpur,2012/11/26,70
Faridpur,2012/11/27,70
Faridpur,2012/11/28,71
Faridpur,2012/11/29,77
Faridpur,2012/11/30,78
Faridpur,2012/12/01,74
Faridpur,2012/12/02,74
Faridpur,2012/12/03,69
Faridpur,2012/12/04,75
Faridpur,2012/12/05,77
Faridpur,2012/12/06,75
Faridpur,2012/12/07,76
Faridpur,2012/12/08,83
Faridpur,2012/12/09,81
Faridpur,2012/12/10,90
Faridpur,2012/12/11,91
Faridpur,2012/12/12,87
Faridpur,2012/12/13,88
Faridpur,2012/12/14,86
Faridpur,2012/12/15,80
Faridpur,2012/12/16,84
Faridpur,2012/12/17,84
Faridpur,2012/12/18,92
Faridpur,2012/12/19,88
Faridpur,2012/12/20,90
Faridpur,2012/12/21,88
Faridpur,2012/12/22,90
Faridpur,2012/12/23,89
Faridpur,2012/12/24,82
Faridpur,2012/12/25,81
Faridpur,2012/12/26,81
Faridpur,2012/12/27,83
Faridpur,2012/12/28,92
Faridpur,2012/12/29,92
Faridpur,2012/12/30,83
Faridpur,2012/12/31,76
Faridpur,2013/01/01,75
Faridpur,2013/01/02,77
Faridpur,2013/01/03,81
Faridpur,2013/01/04,81
Faridpur,2013/01/05,79
Faridpur,2013/01/06,73
Faridpur,2013/01/07,71
Faridpur,2013/01/08,82
Faridpur,2013/01/09,85
Faridpur,2013/01/10,83
Faridpur,2013/01/11,85
Faridpur,2013/01/12,80
Faridpur,2013/01/13,77
Faridpur,2013/01/14,75
Faridpur,2013/01/15,76
Faridpur,2013/01/16,76
Faridpur,2013/01/17,77
Faridpur,2013/01/18,75
Faridpur,2013/01/19,76
Faridpur,2013/01/20,79
Faridpur,2013/01/21,75
Faridpur,2013/01/22,72
Faridpur,2013/01/23,76
Faridpur,2013/01/24,77
Faridpur,2013/01/25,77
Faridpur,2013/01/26,77
Faridpur,2013/01/27,78
Faridpur,2013/01/28,75
Faridpur,2013/01/29,72
Faridpur,2013/01/30,69
Faridpur,2013/01/31,73
Faridpur,2013/02/01,76
Faridpur,2013/02/02,73
Faridpur,2013/02/03,67
Faridpur,2013/02/04,70
Faridpur,2013/02/05,67
Faridpur,2013/02/06,63
Faridpur,2013/02/07,66
Faridpur,2013/02/08,70
Faridpur,2013/02/09,65
Faridpur,2013/02/10,66
Faridpur,2013/02/11,67
Faridpur,2013/02/12,66
Faridpur,2013/02/13,70
Faridpur,2013/02/14,71
Faridpur,2013/02/15,63
Faridpur,2013/02/16,72
Faridpur,2013/02/17,90
Faridpur,2013/02/18,89
Faridpur,2013/02/19,75
Faridpur,2013/02/20,68
Faridpur,2013/02/21,69
Faridpur,2013/02/22,64
Faridpur,2013/02/23,67
Faridpur,2013/02/24,66
Faridpur,2013/02/25,64
Faridpur,2013/02/26,71
Faridpur,2013/02/27,72
Faridpur,2013/02/28,67
Faridpur,2013/03/01,71
Faridpur,2013/03/02,68
Faridpur,2013/03/03,67
Faridpur,2013/03/04,63
Faridpur,2013/03/05,66
Faridpur,2013/03/06,65
Faridpur,2013/03/07,64
Faridpur,2013/03/08,63
Faridpur,2013/03/09,62
Faridpur,2013/03/10,56
Faridpur,2013/03/11,75
Faridpur,2013/03/12,77
Faridpur,2013/03/13,75
Faridpur,2013/03/14,76
Faridpur,2013/03/15,67
Faridpur,2013/03/16,61
Faridpur,2013/03/17,59
Faridpur,2013/03/18,53
Faridpur,2013/03/19,59
Faridpur,2013/03/20,55
Faridpur,2013/03/21,63
Faridpur,2013/03/22,60
Faridpur,2013/03/23,77
Faridpur,2013/03/24,77
Faridpur,2013/03/25,65
Faridpur,2013/03/26,60
Faridpur,2013/03/27,59
Faridpur,2013/03/28,62
Faridpur,2013/03/29,60
Faridpur,2013/03/30,61
Faridpur,2013/03/31,69
Faridpur,2013/04/01,66
Faridpur,2013/04/02,67
Faridpur,2013/04/03,61
Faridpur,2013/04/04,51
Faridpur,2013/04/05,40
Faridpur,2013/04/06,44
Faridpur,2013/04/07,59
Faridpur,2013/04/08,63
Faridpur,2013/04/09,61
Faridpur,2013/04/10,70
Faridpur,2013/04/11,73
Faridpur,2013/04/12,67
Faridpur,2013/04/13,61
Faridpur,2013/04/14,61
Faridpur,2013/04/15,61
Faridpur,2013/04/16,78
Faridpur,2013/04/17,80
Faridpur,2013/04/18,74
Faridpur,2013/04/19,72
Faridpur,2013/04/20,68
Faridpur,2013/04/21,77
Faridpur,2013/04/22,81
Faridpur,2013/04/23,83
Faridpur,2013/04/24,75
Faridpur,2013/04/25,76
Faridpur,2013/04/26,72
Faridpur,2013/04/27,78
Faridpur,2013/04/28,73
Faridpur,2013/04/29,78
Faridpur,2013/04/30,81
Faridpur,2013/05/01,76
Faridpur,2013/05/02,73
Faridpur,2013/05/03,68
Faridpur,2013/05/04,77
Faridpur,2013/05/05,83
Faridpur,2013/05/06,89
Faridpur,2013/05/07,85
Faridpur,2013/05/08,84
Faridpur,2013/05/09,84
Faridpur,2013/05/10,81
Faridpur,2013/05/11,80
Faridpur,2013/05/12,86
Faridpur,2013/05/13,78
Faridpur,2013/05/14,82
Faridpur,2013/05/15,83
Faridpur,2013/05/16,92
Faridpur,2013/05/17,81
Faridpur,2013/05/18,84
Faridpur,2013/05/19,78
Faridpur,2013/05/20,89
Faridpur,2013/05/21,94
Faridpur,2013/05/22,90
Faridpur,2013/05/23,94
Faridpur,2013/05/24,94
Faridpur,2013/05/25,87
Faridpur,2013/05/26,87
Faridpur,2013/05/27,81
Faridpur,2013/05/28,84
Faridpur,2013/05/29,84
Faridpur,2013/05/30,92
Faridpur,2013/05/31,85
Faridpur,2013/06/01,81
Faridpur,2013/06/02,80
Faridpur,2013/06/03,78
Faridpur,2013/06/04,81
Faridpur,2013/06/05,76
Faridpur,2013/06/06,80
Faridpur,2013/06/07,94
Faridpur,2013/06/08,88
Faridpur,2013/06/09,83
Faridpur,2013/06/10,82
Faridpur,2013/06/11,79
Faridpur,2013/06/12,71
Faridpur,2013/06/13,75
Faridpur,2013/06/14,83
Faridpur,2013/06/15,83
Faridpur,2013/06/16,77
Faridpur,2013/06/17,77
Faridpur,2013/06/18,78
Faridpur,2013/06/19,84
Faridpur,2013/06/20,84
Faridpur,2013/06/21,79
Faridpur,2013/06/22,77
Faridpur,2013/06/23,77
Faridpur,2013/06/24,82
Faridpur,2013/06/25,89
Faridpur,2013/06/26,90
Faridpur,2013/06/27,89
Faridpur,2013/06/28,92
Faridpur,2013/06/29,94
Faridpur,2013/06/30,91
Faridpur,2013/07/01,91
Faridpur,2013/07/02,85
Faridpur,2013/07/03,83
Faridpur,2013/07/04,89
Faridpur,2013/07/05,81
Faridpur,2013/07/06,80
Faridpur,2013/07/07,79
Faridpur,2013/07/08,78
Faridpur,2013/07/09,80
Faridpur,2013/07/10,82
Faridpur,2013/07/11,82
Faridpur,2013/07/12,87
Faridpur,2013/07/13,83
Faridpur,2013/07/14,85
Faridpur,2013/07/15,84
Faridpur,2013/07/16,84
Faridpur,2013/07/17,81
Faridpur,2013/07/18,81
Faridpur,2013/07/19,87
Faridpur,2013/07/20,87
Faridpur,2013/07/21,85
Faridpur,2013/07/22,75
Faridpur,2013/07/23,76
Faridpur,2013/07/24,80
Faridpur,2013/07/25,82
Faridpur,2013/07/26,86
Faridpur,2013/07/27,91
Faridpur,2013/07/28,95
Faridpur,2013/07/29,84
Faridpur,2013/07/30,81
Faridpur,2013/07/31,88
Faridpur,2013/08/01,86
Faridpur,2013/08/02,82
Faridpur,2013/08/03,80
Faridpur,2013/08/04,86
Faridpur,2013/08/05,81
Faridpur,2013/08/06,89
Faridpur,2013/08/07,91
Faridpur,2013/08/08,88
Faridpur,2013/08/09,85
Faridpur,2013/08/10,91
Faridpur,2013/08/11,93
Faridpur,2013/08/12,86
Faridpur,2013/08/13,80
Faridpur,2013/08/14,84
Faridpur,2013/08/15,87
Faridpur,2013/08/16,87
Faridpur,2013/08/17,82
Faridpur,2013/08/18,81
Faridpur,2013/08/19,87
Faridpur,2013/08/20,92
Faridpur,2013/08/21,91
Faridpur,2013/08/22,88
Faridpur,2013/08/23,84
Faridpur,2013/08/24,84
Faridpur,2013/08/25,80
Faridpur,2013/08/26,87
Faridpur,2013/08/27,87
Faridpur,2013/08/28,86
Faridpur,2013/08/29,82
Faridpur,2013/08/30,82
Faridpur,2013/08/31,86
Faridpur,2013/09/01,85
Faridpur,2013/09/02,88
Faridpur,2013/09/03,87
Faridpur,2013/09/04,84
Faridpur,2013/09/05,85
Faridpur,2013/09/06,85
Faridpur,2013/09/07,82
Faridpur,2013/09/08,90
Faridpur,2013/09/09,91
Faridpur,2013/09/10,89
Faridpur,2013/09/11,89
Faridpur,2013/09/12,83
Faridpur,2013/09/13,81
Faridpur,2013/09/14,89
Faridpur,2013/09/15,77
Faridpur,2013/09/16,81
Faridpur,2013/09/17,85
Faridpur,2013/09/18,82
Faridpur,2013/09/19,83
Faridpur,2013/09/20,83
Faridpur,2013/09/21,78
Faridpur,2013/09/22,82
Faridpur,2013/09/23,83
Faridpur,2013/09/24,82
Faridpur,2013/09/25,92
Faridpur,2013/09/26,86
Faridpur,2013/09/27,85
Faridpur,2013/09/28,90
Faridpur,2013/09/29,94
Faridpur,2013/09/30,92
Faridpur,2013/10/01,94
Faridpur,2013/10/02,79
Faridpur,2013/10/03,86
Faridpur,2013/10/04,93
Faridpur,2013/10/05,94
Faridpur,2013/10/06,93
Faridpur,2013/10/07,90
Faridpur,2013/10/08,88
Faridpur,2013/10/09,85
Faridpur,2013/10/10,80
Faridpur,2013/10/11,79
Faridpur,2013/10/12,80
Faridpur,2013/10/13,80
Faridpur,2013/10/14,79
Faridpur,2013/10/15,91
Faridpur,2013/10/16,88
Faridpur,2013/10/17,87
Faridpur,2013/10/18,81
Faridpur,2013/10/19,80
Faridpur,2013/10/20,81
Faridpur,2013/10/21,87
Faridpur,2013/10/22,89
Faridpur,2013/10/23,89
Faridpur,2013/10/24,82
Faridpur,2013/10/25,93
Faridpur,2013/10/26,93
Faridpur,2013/10/27,86
Faridpur,2013/10/28,80
Faridpur,2013/10/29,81
Faridpur,2013/10/30,80
Faridpur,2013/10/31,80
Faridpur,2013/11/01,78
Faridpur,2013/11/02,79
Faridpur,2013/11/03,78
Faridpur,2013/11/04,84
Faridpur,2013/11/05,82
Faridpur,2013/11/06,82
Faridpur,2013/11/07,78
Faridpur,2013/11/08,77
Faridpur,2013/11/09,79
Faridpur,2013/11/10,76
Faridpur,2013/11/11,71
Faridpur,2013/11/12,68
Faridpur,2013/11/13,71
Faridpur,2013/11/14,74
Faridpur,2013/11/15,79
Faridpur,2013/11/16,71
Faridpur,2013/11/17,76
Faridpur,2013/11/18,69
Faridpur,2013/11/19,77
Faridpur,2013/11/20,77
Faridpur,2013/11/21,75
Faridpur,2013/11/22,75
Faridpur,2013/11/23,75
Faridpur,2013/11/24,76
Faridpur,2013/11/25,75
Faridpur,2013/11/26,78
Faridpur,2013/11/27,77
Faridpur,2013/11/28,77
Faridpur,2013/11/29,74
Faridpur,2013/11/30,78
Faridpur,2013/12/01,73
Faridpur,2013/12/02,73
Faridpur,2013/12/03,80
Faridpur,2013/12/04,77
Faridpur,2013/12/05,75
Faridpur,2013/12/06,74
Faridpur,2013/12/07,77
Faridpur,2013/12/08,79
Faridpur,2013/12/09,81
Faridpur,2013/12/10,80
Faridpur,2013/12/11,81
Faridpur,2013/12/12,75
Faridpur,2013/12/13,74
Faridpur,2013/12/14,73
Faridpur,2013/12/15,80
Faridpur,2013/12/16,78
Faridpur,2013/12/17,73
Faridpur,2013/12/18,80
Faridpur,2013/12/19,83
Faridpur,2013/12/20,82
Faridpur,2013/12/21,84
Faridpur,2013/12/22,84
Faridpur,2013/12/23,79
Faridpur,2013/12/24,76
Faridpur,2013/12/25,84
Faridpur,2013/12/26,83
Faridpur,2013/12/27,86
Faridpur,2013/12/28,93
