division_id,Division,District_id,district,period_number,start_date,Last date,cropland_flooded_sq_km,cropland_flooded_ha,total_area_flooded_sq_km,total_area_flooded_ha,pct_of_cropland_flooded,pct_of_total_area_flooded,population_exposed
BD45,Mymensingh,BD4572,Netrakona,32,4/16/2025,4/30/2025,4.4,440,6.09,609,0.193447842,0.197347483,3481
BD45,Mymensingh,BD4589,Sherpur,32,4/16/2025,4/30/2025,1.1,110,1.44,144,0.112388975,0.100369783,1068
BD50,Rajshahi,BD5010,Bogra,32,4/16/2025,4/30/2025,11.21,1121,38.11,3811,0.549023282,1.182406322,25147
BD50,Rajshahi,BD5038,Joypurhat,32,4/16/2025,4/30/2025,0.19,19,0.21,21,0.024060887,0.020326079,190
BD50,Rajshahi,BD5064,Naogaon,32,4/16/2025,4/30/2025,8.05,805,9.48,948,0.285764199,0.248999816,5231
BD50,Rajshahi,BD5069,Natore,32,4/16/2025,4/30/2025,17,1700,30.8,3080,1.312998246,1.466618628,19191
BD50,Rajshahi,BD5070,Nawabganj,32,4/16/2025,4/30/2025,9.68,968,24.7,2470,1.067791802,1.325440329,20430
BD50,Rajshahi,BD5076,Pabna,32,4/16/2025,4/30/2025,21.31,2131,37.62,3762,1.296859167,1.431333758,26730
BD50,Rajshahi,BD5081,Rajshahi,32,4/16/2025,4/30/2025,42.55,4255,81.94,8194,2.925143028,3.045190045,62014
BD50,Rajshahi,BD5088,Sirajganj,32,4/16/2025,4/30/2025,36.5,3650,112.36,11236,2.22017717,4.084497513,101222
BD55,Rangpur,BD5527,Dinajpur,32,4/16/2025,4/30/2025,10.68,1068,13.67,1367,0.375626064,0.354746619,10055
BD55,Rangpur,BD5532,Gaibandha,32,4/16/2025,4/30/2025,18.11,1811,69.82,6982,1.31440089,2.902410405,43855
BD55,Rangpur,BD5549,Kurigram,32,4/16/2025,4/30/2025,26.22,2622,87.07,8707,2.027212449,3.43056331,63142
BD55,Rangpur,BD5552,Lalmonirhat,32,4/16/2025,4/30/2025,6.01,601,16.4,1640,0.688291906,1.15139057,14474
BD55,Rangpur,BD5573,Nilphamari,32,4/16/2025,4/30/2025,4.8,480,9.21,921,0.41290168,0.51909324,7888
BD55,Rangpur,BD5577,Panchagarh,32,4/16/2025,4/30/2025,0.41,41,0.77,77,0.041451846,0.052625815,375
BD55,Rangpur,BD5585,Rangpur,32,4/16/2025,4/30/2025,2.73,273,7.27,727,0.161027013,0.278616865,7112
BD55,Rangpur,BD5594,Thakurgaon,32,4/16/2025,4/30/2025,1.14,114,1.57,157,0.078891378,0.077466729,793
BD60,Sylhet,BD6036,Habiganj,32,4/16/2025,4/30/2025,9.03,903,9.12,912,0.471156048,0.46109681,7232
BD60,Sylhet,BD6058,Maulvibazar,32,4/16/2025,4/30/2025,10.76,1076,28.09,2809,0.860269211,0.950171784,11648
BD60,Sylhet,BD6090,Sunamganj,32,4/16/2025,4/30/2025,17.05,1705,37.36,3736,0.708000638,0.913245257,22321
BD60,Sylhet,BD6091,Sylhet,32,4/16/2025,4/30/2025,222.49,22249,295.35,29535,9.850062421,7.802899662,191789
BD10,Barisal,BD1004,Barguna,31,4/1/2025,4/15/2025,22.75,2275,87.01,8701,2.862625931,5.960806179,40415
BD10,Barisal,BD1006,Barisal,31,4/1/2025,4/15/2025,53.56,5356,193.46,19346,5.641321447,7.997828868,135627
BD10,Barisal,BD1009,Bhola,31,4/1/2025,4/15/2025,61.58,6158,231.43,23143,7.638458089,10.93411506,129288
BD10,Barisal,BD1042,Jhalokati,31,4/1/2025,4/15/2025,23.73,2373,59.83,5983,7.625058059,7.443192701,43949
BD10,Barisal,BD1078,Patuakhali,31,4/1/2025,4/15/2025,80.79,8079,278.43,27843,5.370589147,9.802953857,89769
BD10,Barisal,BD1079,Pirojpur,31,4/1/2025,4/15/2025,15.81,1581,59.28,5928,3.088641494,4.294300427,40187
BD20,Chattogram,BD2012,Brahamanbaria,31,4/1/2025,4/15/2025,3.24,324,7.85,785,0.21694458,0.37758765,5144
BD20,Chattogram,BD2013,Chandpur,31,4/1/2025,4/15/2025,16.72,1672,44.35,4435,2.6305236,2.759861216,25376
BD20,Chattogram,BD2015,Chattogram,31,4/1/2025,4/15/2025,32.87,3287,128.11,12811,2.487853466,2.647691551,184211
BD20,Chattogram,BD2019,Comilla,31,4/1/2025,4/15/2025,6.67,667,16.21,1621,0.361608018,0.479423193,17106
BD20,Chattogram,BD2022,Cox's Bazar,31,4/1/2025,4/15/2025,78.99,7899,236.95,23695,13.86042366,10.0971599,269196
BD20,Chattogram,BD2030,Feni,31,4/1/2025,4/15/2025,12.96,1296,35.39,3539,2.918090039,3.575790538,26576
BD20,Chattogram,BD2051,Lakshmipur,31,4/1/2025,4/15/2025,11.35,1135,53.81,5381,2.400760479,3.967355475,62626
BD20,Chattogram,BD2075,Noakhali,31,4/1/2025,4/15/2025,44.82,4482,196.25,19625,3.876174585,6.729932526,92417
BD20,Chattogram,BD2084,Rangamati,31,4/1/2025,4/15/2025,1.84,184,44.84,4484,0.841066864,0.713827092,14203
BD30,Dhaka,BD3026,Dhaka,31,4/1/2025,4/15/2025,3.96,396,18.95,1895,0.614001645,1.169501266,109526
BD30,Dhaka,BD3029,Faridpur,31,4/1/2025,4/15/2025,6.67,667,13.88,1388,0.498825545,0.622654184,10464
BD30,Dhaka,BD3033,Gazipur,31,4/1/2025,4/15/2025,5.68,568,12.78,1278,0.844598584,0.639145036,21555
BD30,Dhaka,BD3035,Gopalganj,31,4/1/2025,4/15/2025,25.99,2599,34.97,3497,2.35604015,2.175034183,13700
BD30,Dhaka,BD3048,Kishoreganj,31,4/1/2025,4/15/2025,14.14,1414,28.2,2820,0.692205386,0.997042136,37570
BD30,Dhaka,BD3054,Madaripur,31,4/1/2025,4/15/2025,3.45,345,7.37,737,0.490164806,0.59665265,4485
BD30,Dhaka,BD3056,Manikganj,31,4/1/2025,4/15/2025,19.25,1925,56.86,5686,2.326899091,3.767288206,32320
BD30,Dhaka,BD3059,Munshiganj,31,4/1/2025,4/15/2025,7.86,786,26.61,2661,1.411684263,2.604072824,29310
BD30,Dhaka,BD3067,Narayanganj,31,4/1/2025,4/15/2025,6.86,686,24.91,2491,2.267916482,3.227135566,73508
BD30,Dhaka,BD3068,Narsingdi,31,4/1/2025,4/15/2025,10.43,1043,25.35,2535,1.808937463,1.974264877,31888
BD30,Dhaka,BD3082,Rajbari,31,4/1/2025,4/15/2025,4.76,476,20.87,2087,0.71872145,1.679906801,13573
BD30,Dhaka,BD3086,Shariatpur,31,4/1/2025,4/15/2025,17.74,1774,55.02,5502,2.664605839,4.242167052,41921
BD30,Dhaka,BD3093,Tangail,31,4/1/2025,4/15/2025,10.97,1097,31.89,3189,0.5865802,0.859182403,29334
BD40,Khulna,BD4001,Bagerhat,31,4/1/2025,4/15/2025,132.91,13291,628.09,62809,12.98657781,15.85415362,171746
BD40,Khulna,BD4018,Chuadanga,31,4/1/2025,4/15/2025,3.65,365,6.37,637,0.551383981,0.49870169,4359
BD40,Khulna,BD4041,Jessore,31,4/1/2025,4/15/2025,50.91,5091,137.54,13754,3.349535853,4.87191916,80203
BD40,Khulna,BD4044,Jhenaidah,31,4/1/2025,4/15/2025,10.67,1067,15.31,1531,0.856201483,0.714550595,8811
BD40,Khulna,BD4047,Khulna,31,4/1/2025,4/15/2025,142.5,14250,618.63,61863,11.47694685,15.6948302,188498
BD40,Khulna,BD4050,Kushtia,31,4/1/2025,4/15/2025,8.35,835,18.91,1891,0.887513476,1.066151682,13513
BD40,Khulna,BD4055,Magura,31,4/1/2025,4/15/2025,3.17,317,6.62,662,0.449143219,0.576837302,4804
BD40,Khulna,BD4057,Meherpur,31,4/1/2025,4/15/2025,2.13,213,3.1,310,0.456200739,0.405801488,2274
BD40,Khulna,BD4065,Narail,31,4/1/2025,4/15/2025,28.73,2873,47.11,4711,4.315083718,4.330784936,26466
BD40,Khulna,BD4087,Satkhira,31,4/1/2025,4/15/2025,104.2,10420,708.09,70809,10.29613787,19.22023413,238366
BD45,Mymensingh,BD4539,Jamalpur,31,4/1/2025,4/15/2025,9.29,929,23.65,2365,0.641961964,1.033393673,17200
BD45,Mymensingh,BD4561,Mymensingh,31,4/1/2025,4/15/2025,22.72,2272,42.1,4210,0.776711576,0.875748375,47130
BD45,Mymensingh,BD4572,Netrakona,31,4/1/2025,4/15/2025,1.17,117,2.27,227,0.05143954,0.073801005,1260
BD45,Mymensingh,BD4589,Sherpur,31,4/1/2025,4/15/2025,0.93,93,1.36,136,0.09501977,0.094417084,1121
BD50,Rajshahi,BD5010,Bogra,31,4/1/2025,4/15/2025,20.64,2064,46.59,4659,1.010868915,1.445508018,39406
BD50,Rajshahi,BD5038,Joypurhat,31,4/1/2025,4/15/2025,0.54,54,0.72,72,0.068383573,0.069689413,501
BD50,Rajshahi,BD5064,Naogaon,31,4/1/2025,4/15/2025,25.4,2540,32.25,3225,0.901665919,0.845723941,19453
BD50,Rajshahi,BD5069,Natore,31,4/1/2025,4/15/2025,23.57,2357,42.92,4292,1.820433451,2.043742582,27371
BD50,Rajshahi,BD5070,Nawabganj,31,4/1/2025,4/15/2025,12.15,1215,39.18,3918,1.340255206,2.102459599,32984
BD50,Rajshahi,BD5076,Pabna,31,4/1/2025,4/15/2025,36.32,3632,57.4,5740,2.210320269,2.183906372,45180
BD50,Rajshahi,BD5081,Rajshahi,31,4/1/2025,4/15/2025,77.34,7734,140.5,14050,5.316816963,5.221493792,111601
BD50,Rajshahi,BD5088,Sirajganj,31,4/1/2025,4/15/2025,41.27,4127,114.27,11427,2.510320872,4.153929609,111011
BD55,Rangpur,BD5527,Dinajpur,31,4/1/2025,4/15/2025,10.78,1078,13.95,1395,0.379143162,0.362012826,10772
BD55,Rangpur,BD5532,Gaibandha,31,4/1/2025,4/15/2025,22.48,2248,78.29,7829,1.631569962,3.254507457,52060
BD55,Rangpur,BD5549,Kurigram,31,4/1/2025,4/15/2025,21.09,2109,80.58,8058,1.630583926,3.174856914,57475
BD55,Rangpur,BD5552,Lalmonirhat,31,4/1/2025,4/15/2025,3.34,334,8.3,830,0.382511641,0.582715959,8131
BD55,Rangpur,BD5573,Nilphamari,31,4/1/2025,4/15/2025,2.79,279,4.88,488,0.239999101,0.275046147,4209
BD55,Rangpur,BD5577,Panchagarh,31,4/1/2025,4/15/2025,0.09,9,0.13,13,0.009099186,0.008884878,118
BD55,Rangpur,BD5585,Rangpur,31,4/1/2025,4/15/2025,3,300,5.3,530,0.176952761,0.203118209,5361
BD55,Rangpur,BD5594,Thakurgaon,31,4/1/2025,4/15/2025,1.98,198,2.36,236,0.137021868,0.116712451,1284
BD60,Sylhet,BD6036,Habiganj,31,4/1/2025,4/15/2025,2.63,263,3.01,301,0.137224851,0.109884236,2153
BD60,Sylhet,BD6058,Maulvibazar,31,4/1/2025,4/15/2025,8.54,854,18.86,1886,0.682778723,0.640186552,9100
BD60,Sylhet,BD6090,Sunamganj,31,4/1/2025,4/15/2025,9.04,904,17.84,1784,0.375385675,0.436089277,13064
BD60,Sylhet,BD6091,Sylhet,31,4/1/2025,4/15/2025,90.76,9076,116.71,11671,4.018120659,3.083820411,81787
BD10,Barisal,BD1004,Barguna,30,3/16/2025,3/31/2025,24.79,2479,92.56,9256,3.119318542,6.341020802,43412
BD10,Barisal,BD1006,Barisal,30,3/16/2025,3/31/2025,49.78,4978,188.55,18855,5.24318487,7.794844583,133968
BD10,Barisal,BD1009,Bhola,30,3/16/2025,3/31/2025,54.34,5434,230.85,23085,6.740399684,10.90671245,125412
BD10,Barisal,BD1042,Jhalokati,30,3/16/2025,3/31/2025,17.77,1777,50.63,5063,5.709957089,6.298660312,39320
BD10,Barisal,BD1078,Patuakhali,30,3/16/2025,3/31/2025,78.13,7813,275.33,27533,5.193763214,9.693809164,93429
BD10,Barisal,BD1079,Pirojpur,30,3/16/2025,3/31/2025,15.14,1514,60.32,6032,2.957750299,4.369639031,39576
BD20,Chattogram,BD2012,Brahamanbaria,30,3/16/2025,3/31/2025,3.58,358,8.67,867,0.239710369,0.417029926,5585
BD20,Chattogram,BD2013,Chandpur,30,3/16/2025,3/31/2025,15.71,1571,44.81,4481,2.471622354,2.788486608,29487
BD20,Chattogram,BD2015,Chattogram,30,3/16/2025,3/31/2025,34.76,3476,127.19,12719,2.630903148,2.628677608,190587
BD20,Chattogram,BD2019,Comilla,30,3/16/2025,3/31/2025,6.29,629,16.12,1612,0.341006662,0.476761374,17202
BD20,Chattogram,BD2022,Cox's Bazar,30,3/16/2025,3/31/2025,80.36,8036,237.08,23708,14.10081839,10.1026996,269522
BD20,Chattogram,BD2030,Feni,30,3/16/2025,3/31/2025,12.8,1280,34.36,3436,2.882064236,3.471719776,24104
BD20,Chattogram,BD2046,Khagrachhari,30,3/16/2025,3/31/2025,0.01,1,0.16,16,0.004662424,0.005160528,45
BD20,Chattogram,BD2051,Lakshmipur,30,3/16/2025,3/31/2025,11.12,1112,52.82,5282,2.352110707,3.894363802,61051
BD20,Chattogram,BD2075,Noakhali,30,3/16/2025,3/31/2025,43.45,4345,191.74,19174,3.757692676,6.575272676,90794
BD20,Chattogram,BD2084,Rangamati,30,3/16/2025,3/31/2025,2.64,264,59.87,5987,1.20674811,0.953096075,18934
BD30,Dhaka,BD3026,Dhaka,30,3/16/2025,3/31/2025,4.41,441,18.56,1856,0.68377456,1.145432374,80886
BD30,Dhaka,BD3029,Faridpur,30,3/16/2025,3/31/2025,8,800,16.37,1637,0.598291508,0.731344641,11771
BD30,Dhaka,BD3033,Gazipur,30,3/16/2025,3/31/2025,5.84,584,14.49,1449,0.868390093,0.724664442,21433
BD30,Dhaka,BD3035,Gopalganj,30,3/16/2025,3/31/2025,29.29,2929,39,3900,2.655191074,2.42568868,15306
BD30,Dhaka,BD3048,Kishoreganj,30,3/16/2025,3/31/2025,20.95,2095,36.98,3698,1.025580115,1.30746873,38806
BD30,Dhaka,BD3054,Madaripur,30,3/16/2025,3/31/2025,3.13,313,6.8,680,0.444700245,0.550933045,3779
BD30,Dhaka,BD3056,Manikganj,30,3/16/2025,3/31/2025,38.94,3894,79.54,7954,4.706984447,5.269963135,51995
BD30,Dhaka,BD3059,Munshiganj,30,3/16/2025,3/31/2025,7.47,747,25.8,2580,1.341638861,2.524805669,26848
BD30,Dhaka,BD3067,Narayanganj,30,3/16/2025,3/31/2025,5.69,569,21.96,2196,1.8811144,2.844957729,56713
BD30,Dhaka,BD3068,Narsingdi,30,3/16/2025,3/31/2025,10.74,1074,27.31,2731,1.862702623,2.126910208,39512
BD30,Dhaka,BD3082,Rajbari,30,3/16/2025,3/31/2025,5.09,509,21.74,2174,0.768548778,1.749936457,14547
BD30,Dhaka,BD3086,Shariatpur,30,3/16/2025,3/31/2025,16.21,1621,53.94,5394,2.43479485,4.160949837,40210
BD30,Dhaka,BD3093,Tangail,30,3/16/2025,3/31/2025,14.84,1484,33.85,3385,0.793514145,0.911988847,30267
BD40,Khulna,BD4001,Bagerhat,30,3/16/2025,3/31/2025,135.38,13538,620.45,62045,13.22792043,15.66178028,176624
BD40,Khulna,BD4018,Chuadanga,30,3/16/2025,3/31/2025,5.44,544,8.62,862,0.821788728,0.675099643,6199
BD40,Khulna,BD4041,Jessore,30,3/16/2025,3/31/2025,63.18,6318,160.98,16098,4.156819391,5.702206968,95415
BD40,Khulna,BD4044,Jhenaidah,30,3/16/2025,3/31/2025,10.33,1033,15.66,1566,0.828918586,0.730885847,9455
BD40,Khulna,BD4047,Khulna,30,3/16/2025,3/31/2025,157.92,15792,873.69,87369,12.71887331,22.16577955,217444
BD40,Khulna,BD4050,Kushtia,30,3/16/2025,3/31/2025,22.88,2288,39.32,3932,2.431893214,2.216873831,28076
BD40,Khulna,BD4055,Magura,30,3/16/2025,3/31/2025,3.77,377,8.03,803,0.534154554,0.702102116,6188
BD40,Khulna,BD4057,Meherpur,30,3/16/2025,3/31/2025,5.09,509,6.61,661,1.090169842,0.833448709,5509
BD40,Khulna,BD4065,Narail,30,3/16/2025,3/31/2025,40.31,4031,63.48,6348,6.054334309,5.835666052,34983
BD40,Khulna,BD4087,Satkhira,30,3/16/2025,3/31/2025,109.71,10971,"1,057.95",105795,10.84058815,28.71675451,272059
BD45,Mymensingh,BD4539,Jamalpur,30,3/16/2025,3/31/2025,7.57,757,19.91,1991,0.523105712,0.876873887,14696
BD45,Mymensingh,BD4561,Mymensingh,30,3/16/2025,3/31/2025,17.41,1741,35.11,3511,0.595182595,0.730345023,34586
BD45,Mymensingh,BD4572,Netrakona,30,3/16/2025,3/31/2025,1.88,188,3.78,378,0.082654987,0.122893304,1974
BD45,Mymensingh,BD4589,Sherpur,30,3/16/2025,3/31/2025,4.85,485,5.81,581,0.495533209,0.397415937,4485
BD50,Rajshahi,BD5010,Bogra,30,3/16/2025,3/31/2025,95.54,9554,134.63,13463,4.679186829,4.177049677,97370
BD50,Rajshahi,BD5038,Joypurhat,30,3/16/2025,3/31/2025,59.66,5966,69.31,6931,7.555118426,6.509025493,46485
BD50,Rajshahi,BD5064,Naogaon,30,3/16/2025,3/31/2025,15.85,1585,19.16,1916,0.562653733,0.502451805,10906
BD50,Rajshahi,BD5069,Natore,30,3/16/2025,3/31/2025,26.11,2611,47.39,4739,2.016610836,2.256592753,28715
BD50,Rajshahi,BD5070,Nawabganj,30,3/16/2025,3/31/2025,16.55,1655,45.52,4552,1.825615116,2.442673838,34256
BD50,Rajshahi,BD5076,Pabna,30,3/16/2025,3/31/2025,64.86,6486,95.65,9565,3.947174357,3.639209834,73525
BD50,Rajshahi,BD5081,Rajshahi,30,3/16/2025,3/31/2025,109.21,10921,202.87,20287,7.507752529,7.539391072,166418
BD50,Rajshahi,BD5088,Sirajganj,30,3/16/2025,3/31/2025,138.41,13841,236.94,23694,8.419033484,8.61321503,283844
BD55,Rangpur,BD5527,Dinajpur,30,3/16/2025,3/31/2025,12.19,1219,16,1600,0.428734244,0.415211844,10762
BD55,Rangpur,BD5532,Gaibandha,30,3/16/2025,3/31/2025,42.39,4239,102.82,10282,3.076612576,4.274217099,69471
BD55,Rangpur,BD5549,Kurigram,30,3/16/2025,3/31/2025,22.64,2264,80.28,8028,1.750422954,3.163036896,58490
BD55,Rangpur,BD5552,Lalmonirhat,30,3/16/2025,3/31/2025,1.52,152,4.2,420,0.174077154,0.294725203,3412
BD55,Rangpur,BD5573,Nilphamari,30,3/16/2025,3/31/2025,5.8,580,8.62,862,0.498922863,0.48583971,6422
BD55,Rangpur,BD5577,Panchagarh,30,3/16/2025,3/31/2025,2.21,221,3.9,390,0.223435562,0.257877617,2740
BD55,Rangpur,BD5585,Rangpur,30,3/16/2025,3/31/2025,9.88,988,12.76,1276,0.582764426,0.48901667,11708
BD55,Rangpur,BD5594,Thakurgaon,30,3/16/2025,3/31/2025,14.21,1421,16.41,1641,0.98337411,0.809700015,9423
BD60,Sylhet,BD6036,Habiganj,30,3/16/2025,3/31/2025,4.94,494,6.26,626,0.257753143,0.22128707,3377
BD60,Sylhet,BD6058,Maulvibazar,30,3/16/2025,3/31/2025,7.76,776,15.84,1584,0.6204172,0.537675238,8163
BD60,Sylhet,BD6090,Sunamganj,30,3/16/2025,3/31/2025,2.4,240,8.9,890,0.099659914,0.217555749,4033
BD60,Sylhet,BD6091,Sylhet,30,3/16/2025,3/31/2025,7.07,707,17.02,1702,0.313002568,0.449718305,11512
BD10,Barisal,BD1004,Barguna,29,1/3/2025,3/15/2025,21.21,2121,86.82,8682,2.668848176,5.947789823,40057
BD10,Barisal,BD1006,Barisal,29,1/3/2025,3/15/2025,43.92,4392,173.71,17371,4.625967848,7.180542722,120786
BD10,Barisal,BD1009,Bhola,29,1/3/2025,3/15/2025,40.14,4014,204.63,20463,4.979014415,9.667925353,113120
BD10,Barisal,BD1042,Jhalokati,29,1/3/2025,3/15/2025,11.91,1191,40.07,4007,3.826988685,4.984936178,31123
BD10,Barisal,BD1078,Patuakhali,29,1/3/2025,3/15/2025,59.2,5920,242.62,24262,3.935374149,8.54215661,80373
BD10,Barisal,BD1079,Pirojpur,29,1/3/2025,3/15/2025,12.07,1207,52.79,5279,2.357995119,3.824158562,33216
BD20,Chattogram,BD2012,Brahamanbaria,29,1/3/2025,3/15/2025,2.75,275,7.62,762,0.18413506,0.361159652,7401
BD20,Chattogram,BD2013,Chandpur,29,1/3/2025,3/15/2025,13.94,1394,42.87,4287,2.193151853,2.667762127,29902
BD20,Chattogram,BD2015,Chattogram,29,1/3/2025,3/15/2025,34.82,3482,117.46,11746,2.635444408,2.427678073,171042
BD20,Chattogram,BD2019,Comilla,29,1/3/2025,3/15/2025,4.45,445,12.88,1288,0.241252726,0.380935887,13793
BD20,Chattogram,BD2022,Cox's Bazar,29,1/3/2025,3/15/2025,73.22,7322,212.14,21214,12.84795822,9.039930374,237490
BD20,Chattogram,BD2030,Feni,29,1/3/2025,3/15/2025,12.29,1229,33.21,3321,2.767231989,3.355524265,21748
BD20,Chattogram,BD2051,Lakshmipur,29,1/3/2025,3/15/2025,13.07,1307,53.76,5376,2.764576164,3.963669027,61155
BD20,Chattogram,BD2075,Noakhali,29,1/3/2025,3/15/2025,38.99,3899,176.79,17679,3.371977846,6.062597561,78694
BD20,Chattogram,BD2084,Rangamati,29,1/3/2025,3/15/2025,3.17,317,66.12,6612,1.449011935,1.052592492,17247
BD30,Dhaka,BD3026,Dhaka,29,1/3/2025,3/15/2025,6.5,650,18.49,1849,1.007830984,1.141112317,64111
BD30,Dhaka,BD3029,Faridpur,29,1/3/2025,3/15/2025,8.7,870,17.3,1730,0.650642015,0.772893237,12511
BD30,Dhaka,BD3033,Gazipur,29,1/3/2025,3/15/2025,4.9,490,12.16,1216,0.728614976,0.608138,16919
BD30,Dhaka,BD3035,Gopalganj,29,1/3/2025,3/15/2025,32.49,3249,42.77,4277,2.945276818,2.660171919,16158
BD30,Dhaka,BD3048,Kishoreganj,29,1/3/2025,3/15/2025,11.97,1197,26.06,2606,0.585975846,0.921380073,26661
BD30,Dhaka,BD3054,Madaripur,29,1/3/2025,3/15/2025,5.96,596,11.12,1112,0.846777462,0.89609668,5376
BD30,Dhaka,BD3056,Manikganj,29,1/3/2025,3/15/2025,37.29,3729,77.71,7771,4.507535953,5.148715555,52087
BD30,Dhaka,BD3059,Munshiganj,29,1/3/2025,3/15/2025,6.27,627,23.04,2304,1.126114546,2.254710179,21378
BD30,Dhaka,BD3067,Narayanganj,29,1/3/2025,3/15/2025,4.8,480,19.45,1945,1.586880337,2.519782688,45467
BD30,Dhaka,BD3068,Narsingdi,29,1/3/2025,3/15/2025,8.58,858,22.18,2218,1.488080866,1.727384417,25387
BD30,Dhaka,BD3082,Rajbari,29,1/3/2025,3/15/2025,10.91,1091,31.46,3146,1.647321643,2.516670752,23022
BD30,Dhaka,BD3086,Shariatpur,29,1/3/2025,3/15/2025,15.42,1542,52.37,5237,2.316134275,4.039839506,40021
BD30,Dhaka,BD3093,Tangail,29,1/3/2025,3/15/2025,102.12,10212,146.51,14651,5.460489519,3.947281714,130141
BD40,Khulna,BD4001,Bagerhat,29,1/3/2025,3/15/2025,134.2,13420,566.97,56697,13.11262314,14.31137174,166371
BD40,Khulna,BD4018,Chuadanga,29,1/3/2025,3/15/2025,8.61,861,12.55,1255,1.300661939,0.982888692,9138
BD40,Khulna,BD4041,Jessore,29,1/3/2025,3/15/2025,63.46,6346,162.26,16226,4.175241509,5.747546916,92831
BD40,Khulna,BD4044,Jhenaidah,29,1/3/2025,3/15/2025,10.12,1012,14.39,1439,0.812067386,0.671612218,9288
BD40,Khulna,BD4047,Khulna,29,1/3/2025,3/15/2025,178.7,17870,813.06,81306,14.39249405,20.62757811,211443
BD40,Khulna,BD4050,Kushtia,29,1/3/2025,3/15/2025,48.16,4816,72.97,7297,5.118880122,4.112280222,52461
BD40,Khulna,BD4055,Magura,29,1/3/2025,3/15/2025,3.25,325,6.43,643,0.460478064,0.564245316,5275
BD40,Khulna,BD4057,Meherpur,29,1/3/2025,3/15/2025,9.47,947,11.59,1159,2.028272771,1.461372245,9339
BD40,Khulna,BD4065,Narail,29,1/3/2025,3/15/2025,42.75,4275,65.44,6544,6.420808526,6.015847297,35280
BD40,Khulna,BD4087,Satkhira,29,1/3/2025,3/15/2025,111.8,11180,"1,005.31",100531,11.04710377,27.2879063,271597
BD45,Mymensingh,BD4539,Jamalpur,29,1/3/2025,3/15/2025,59.78,5978,84.27,8427,4.13094577,3.68220232,69704
BD45,Mymensingh,BD4561,Mymensingh,29,1/3/2025,3/15/2025,15.98,1598,30.81,3081,0.546296258,0.640898039,27198
BD45,Mymensingh,BD4572,Netrakona,29,1/3/2025,3/15/2025,1.84,184,3.14,314,0.08089637,0.102085972,2003
BD45,Mymensingh,BD4589,Sherpur,29,1/3/2025,3/15/2025,28.61,2861,31.36,3136,2.923135076,2.132748613,19692
BD50,Rajshahi,BD5010,Bogra,29,1/3/2025,3/15/2025,281.25,28125,340.64,34064,13.77455825,10.56874547,247881
BD50,Rajshahi,BD5038,Joypurhat,29,1/3/2025,3/15/2025,64.73,6473,71.57,7157,8.197164192,6.721266116,45866
BD50,Rajshahi,BD5064,Naogaon,29,1/3/2025,3/15/2025,219.43,21943,243.2,24320,7.789470572,6.377676356,132782
BD50,Rajshahi,BD5069,Natore,29,1/3/2025,3/15/2025,29.07,2907,50.05,5005,2.245227001,2.383255271,29621
BD50,Rajshahi,BD5070,Nawabganj,29,1/3/2025,3/15/2025,58.32,5832,111.94,11194,6.433224988,6.006874108,87663
BD50,Rajshahi,BD5076,Pabna,29,1/3/2025,3/15/2025,127.79,12779,165.59,16559,7.776895022,6.300155548,128025
BD50,Rajshahi,BD5081,Rajshahi,29,1/3/2025,3/15/2025,138.05,13805,233.62,23362,9.490387662,8.682173521,181330
BD50,Rajshahi,BD5088,Sirajganj,29,1/3/2025,3/15/2025,327.06,32706,461.53,46153,19.89400398,16.77748431,527036
BD55,Rangpur,BD5527,Dinajpur,29,1/3/2025,3/15/2025,330.99,33099,363.35,36335,11.6412426,9.42920146,219145
BD55,Rangpur,BD5532,Gaibandha,29,1/3/2025,3/15/2025,38.77,3877,90.18,9018,2.813877555,3.748773566,61198
BD55,Rangpur,BD5549,Kurigram,29,1/3/2025,3/15/2025,42.75,4275,95.97,9597,3.305237689,3.781223853,68665
BD55,Rangpur,BD5552,Lalmonirhat,29,1/3/2025,3/15/2025,1.72,172,2.38,238,0.196982043,0.167092046,2511
BD55,Rangpur,BD5573,Nilphamari,29,1/3/2025,3/15/2025,15.91,1591,18.15,1815,1.368597026,1.022893815,16526
BD55,Rangpur,BD5577,Panchagarh,29,1/3/2025,3/15/2025,14.2,1420,16.45,1645,1.435649309,1.083892883,7822
BD55,Rangpur,BD5585,Rangpur,29,1/3/2025,3/15/2025,20.49,2049,23.03,2303,1.208587358,0.893478712,16848
BD55,Rangpur,BD5594,Thakurgaon,29,1/3/2025,3/15/2025,115.89,11589,131.74,13174,8.01993143,6.500297377,71119
BD60,Sylhet,BD6036,Habiganj,29,1/3/2025,3/15/2025,1.91,191,3.12,312,0.099657592,0.110706176,3664
BD60,Sylhet,BD6058,Maulvibazar,29,1/3/2025,3/15/2025,7.33,733,14.59,1459,0.586038412,0.493521051,8645
BD60,Sylhet,BD6090,Sunamganj,29,1/3/2025,3/15/2025,5.63,563,11.46,1146,0.233785548,0.280594889,7973
BD60,Sylhet,BD6091,Sylhet,29,1/3/2025,3/15/2025,4.6,460,14.06,1406,0.203650893,0.371506426,10403
BD10,Barisal,BD1004,Barguna,28,2/16/2025,2/28/2025,16.93,1693,80.11,8011,2.130297011,5.488106919,36194
BD10,Barisal,BD1006,Barisal,28,2/16/2025,2/28/2025,47.45,4745,183.62,18362,4.997772641,7.591033479,126051
